country,scenario,temp,precip
Suriname,no85bi50,292.5247249311922,1510.959524998752
Togo,no85bi50,276.39844825464365,1343.4006074320966
Thailand,no85bi50,285.00908226262936,1483.4625574023576
Timor-Leste,no85bi50,258.94318619963167,1913.753774378587
Trinidad and Tobago,no85bi50,274.7942591525072,1284.1062765588492
Tanzania,no85bi50,228.40359236586207,1135.763160858888
Uganda,no85bi50,235.08441382499197,1310.065377990683
United States,no85bi50,157.02388364344543,1119.3660593140291
Venezuela,no85bi50,276.31963549176595,777.6924281509914
Vietnam,no85bi50,240.01177468363514,1891.359622480904
Yemen,no85bi50,216.64681369167488,292.38276605806163
Zambia,no85bi50,230.34052620444544,1115.9580995587435
Zimbabwe,no85bi50,214.1812741094646,830.766662800118
Angola,hg85bi50,244.48101356766696,782.4298963787807
Burundi,hg85bi50,230.74774407653254,1162.9253664276787
Benin,hg85bi50,300.0841469658245,1118.2433973947589
Belize,hg85bi50,277.4203414461619,2972.9576657824778
Bolivia,hg85bi50,165.66469560858494,951.6912880378428
Brazil,hg85bi50,237.5630179977853,1325.5679374281292
Central African Republic,hg85bi50,285.4720873030285,1578.5163147253413
China,hg85bi50,213.47696460140736,1581.8472288252692
Côte d'Ivoire,hg85bi50,283.51594559367896,1522.1611783152057
Cameroon,hg85bi50,257.2421625511266,2173.6433532652313
Democratic Republic of the Congo,hg85bi50,241.32703925866133,1526.5733893930726
Republic of Congo,hg85bi50,267.1188612795576,1867.328623095142
Colombia,hg85bi50,228.62537188126666,2597.881844098824
Costa Rica,hg85bi50,254.5777386096933,3253.746502230298
Cuba,hg85bi50,267.31561657446207,1234.0538670795759
Dominican Republic,hg85bi50,257.25145510953337,1103.9657609209357
Ecuador,hg85bi50,240.45287607880385,1375.2618800436433
Ethiopia,hg85bi50,234.83527687403614,1187.139339257856
Gabon,hg85bi50,274.8277943463295,2165.5738018516545
Ghana,hg85bi50,292.08393448453023,1302.275062960127
Guinea,hg85bi50,273.8149841015198,1945.737664725605
Equatorial Guinea,hg85bi50,255.09903202209986,2614.7794527054994
Guatemala,hg85bi50,240.03024380325212,1945.2537816518065
Guyana,hg85bi50,292.5089007411429,1380.0555936476394
Honduras,hg85bi50,256.6757994075496,1485.8824235923353
Haiti,hg85bi50,263.50459685041403,1340.7858281985439
Indonesia,hg85bi50,255.8150185806038,2720.0477476486967
India,hg85bi50,274.32036650243475,975.9908028943399
Jamaica,hg85bi50,254.4753441527149,2318.117923355064
Kenya,hg85bi50,253.9043449977125,819.6001625739259
Cambodia,hg85bi50,300.9259633961275,1445.2679040625226
Lao PDR,hg85bi50,236.33264598917899,1451.1367401567406
Liberia,hg85bi50,283.4728391004362,2813.049468822068
Sri Lanka,hg85bi50,288.61024839441626,1764.8018194128117
Madagascar,hg85bi50,237.94048976081663,1647.3681895736959
Mexico,hg85bi50,248.9544324209817,1590.283078364393
Myanmar,hg85bi50,231.48869778938004,1821.3073507627134
Mozambique,hg85bi50,254.80402740933133,1036.3144383091485
Malawi,hg85bi50,267.3625287770674,1258.3368064212646
Malaysia,hg85bi50,285.7334366741715,2655.1207409748636
Nigeria,hg85bi50,287.9455719392788,1507.7227089843354
Nicaragua,hg85bi50,273.738631076784,1658.4373166064752
Nepal,hg85bi50,237.88643284948895,1710.2413320650774
Panama,hg85bi50,256.31972613891674,3167.470448473442
Peru,hg85bi50,192.11273010317518,940.6152264744327
Philippines,hg85bi50,276.21543922667166,2528.15282717544
Papua New Guinea,hg85bi50,252.40799566898428,3017.8620417036186
Puerto Rico,hg85bi50,251.34513333540596,1728.5062527009263
Paraguay,hg85bi50,240.2718081516743,1632.7569734101949
Rwanda,hg85bi50,217.25665412987158,1238.3652739519061
Sierra Leone,hg85bi50,288.7219115043555,2926.3838000289056
El Salvador,hg85bi50,263.4117540276957,1740.5066772650785
Suriname,hg85bi50,298.9516565306129,1340.3311809397876
Togo,hg85bi50,286.196228051237,1299.0167142135545
Thailand,hg85bi50,297.52195845318465,1291.83230400959
Timor-Leste,hg85bi50,265.4070600526395,1535.04295521864
Trinidad and Tobago,hg85bi50,279.5693332043596,1790.3195726905558
Tanzania,hg85bi50,240.01468758815744,1007.577568162846
Uganda,hg85bi50,249.62277177258807,1255.2529820328505
United States,hg85bi50,169.8627451375669,1518.96383641497
Venezuela,hg85bi50,282.971923978242,970.4875731003461
Vietnam,hg85bi50,249.92386691136605,1751.967242739181
Yemen,hg85bi50,227.45500443542463,238.79494171165118
Zambia,hg85bi50,241.26736071935522,1004.1786822943737
Zimbabwe,hg85bi50,226.8127224698977,781.8342899954159
Angola,cn85bi50,234.6434577109279,773.6353437818859
Burundi,cn85bi50,220.26514324101194,1221.6325441109464
Benin,cn85bi50,290.0853693131873,1146.9732733187977
Belize,cn85bi50,268.159143134086,3449.782990379515
Bolivia,cn85bi50,157.7480675500029,987.9308255953263
Brazil,cn85bi50,230.05477603223386,1311.2959897145588
Central African Republic,cn85bi50,274.30513362441417,1610.8391333126442
China,cn85bi50,201.2453034293401,1594.9575592156764
Côte d'Ivoire,cn85bi50,274.1325347175357,1612.6896570945876
Cameroon,cn85bi50,249.49264676833135,2052.9236938568465
Democratic Republic of the Congo,cn85bi50,230.63241415540986,1550.9038712718032
Republic of Congo,cn85bi50,257.00725533663706,1846.2584551569919
Colombia,cn85bi50,221.15138470898165,2444.416512917406
Costa Rica,cn85bi50,246.6026905389859,2943.202956471298
Cuba,cn85bi50,261.8115940089531,1363.6823908289387
Dominican Republic,cn85bi50,249.769525297256,1261.7481471240615
Ecuador,cn85bi50,233.46784977466973,1123.1007915551345
Ethiopia,cn85bi50,223.30573495754172,1226.9234555820392
Gabon,cn85bi50,265.8037021730108,2083.197415802446
Ghana,cn85bi50,282.67087269242637,1413.4711556506234
Guinea,cn85bi50,263.32320157417286,1980.4977715614627
Equatorial Guinea,cn85bi50,247.31539170861433,2551.124293909671
Guatemala,cn85bi50,229.84431139196855,2041.5055271189456
Guyana,cn85bi50,283.3856811551273,1741.952257713238
Honduras,cn85bi50,246.7671051689662,1521.873942385226
Haiti,cn85bi50,256.8875304070787,1519.2945506191668
Indonesia,cn85bi50,248.30400567047445,2752.397506417663
India,cn85bi50,266.06027733911907,901.545612328347
Jamaica,cn85bi50,249.4157943976114,2334.291304067377
Kenya,cn85bi50,244.05945010283995,910.0926545652871
Cambodia,cn85bi50,293.38899807015764,1570.3712427631249
Lao PDR,cn85bi50,221.11155359587704,1652.8564077312733
Liberia,cn85bi50,275.3176922484854,3032.703378402711
Sri Lanka,cn85bi50,282.3508687113704,2069.6471639941624
Madagascar,cn85bi50,231.6409893347851,1715.585184335742
Mexico,cn85bi50,239.10789028094024,1630.770226533652
Myanmar,cn85bi50,218.2106834259252,1813.3754216095351
Mozambique,cn85bi50,244.89517581475656,1145.833828501947
Malawi,cn85bi50,259.18074709568833,1487.7001414003087
Malaysia,cn85bi50,279.2635313898316,2617.8712980530586
Nigeria,cn85bi50,279.2783568455561,1491.5022826106544
Nicaragua,cn85bi50,265.98739929659814,1625.8318905442804
Nepal,cn85bi50,228.98810670033288,1972.365548636503
Panama,cn85bi50,248.39867914873653,2936.1097643725425
Peru,cn85bi50,185.0206985037584,971.1995755914166
Philippines,cn85bi50,270.6306632197831,2510.4316386184632
Papua New Guinea,cn85bi50,245.11634138310617,2913.1290234391104
Puerto Rico,cn85bi50,245.4133163679372,1946.9457023936206
Paraguay,cn85bi50,231.50095972280153,1677.4054708299975
Rwanda,cn85bi50,206.99912484721713,1281.7090646918273
Sierra Leone,cn85bi50,280.16368690604355,3104.336904288762
El Salvador,cn85bi50,254.87010076982554,1901.9798298216133
Suriname,cn85bi50,290.7680185506442,1630.5435150145092
Togo,cn85bi50,276.2830821107399,1370.9639301209259
Thailand,cn85bi50,284.465325881317,1499.793846094153
Timor-Leste,cn85bi50,259.29749432667444,1852.5850959054806
Trinidad and Tobago,cn85bi50,274.41067362369876,1821.9451788014462
Tanzania,cn85bi50,230.31654145553304,1174.5090708847267
Uganda,cn85bi50,238.14589521732196,1367.3661815995156
United States,cn85bi50,162.43892204261937,1406.8371856671376
Venezuela,cn85bi50,275.0588958957051,1081.8023908866144
Vietnam,cn85bi50,236.3936087159868,1929.3609300526496
Yemen,cn85bi50,216.16824916881242,235.0937267334008
Zambia,cn85bi50,232.88354916671534,1082.3648699854682
Zimbabwe,cn85bi50,217.339224805719,826.5977715326676
Angola,mr85bi50,236.85483766536734,709.2495994779757
Burundi,mr85bi50,218.02128402280158,1194.115584014087
Benin,mr85bi50,298.73398305957033,1334.928012368629
Belize,mr85bi50,284.53807038648813,4138.217032674854
Bolivia,mr85bi50,168.34728712909654,885.705758479857
Brazil,mr85bi50,232.40295754367025,1159.2322148795186
Central African Republic,mr85bi50,273.07800220658356,1482.9204247820003
China,mr85bi50,214.47933790133695,1523.490812693108
Côte d'Ivoire,mr85bi50,266.22819028408435,1458.1610780866897
Cameroon,mr85bi50,250.49312668499533,2004.7836066648576
Democratic Republic of the Congo,mr85bi50,228.3569336859357,1443.0493930176292
Republic of Congo,mr85bi50,261.73782095998735,1754.779922836197
Colombia,mr85bi50,221.6648375837919,2693.1631105926435
Costa Rica,mr85bi50,252.92585566971576,3268.3584016702307
Cuba,mr85bi50,266.8318999809249,1489.2028192788355
Dominican Republic,mr85bi50,253.1432139181102,1515.5444777140735
Ecuador,mr85bi50,239.49094202243856,1087.906039697404
Ethiopia,mr85bi50,222.2218232320978,1271.0038705862914
Gabon,mr85bi50,267.83300638380507,1975.4749486180172
Ghana,mr85bi50,281.8139142096758,1465.4381212893607
Guinea,mr85bi50,262.9819711806174,2208.098319139309
Equatorial Guinea,mr85bi50,252.2281190595367,2320.0254108438717
Guatemala,mr85bi50,242.3912662115404,2649.2190333357794
Guyana,mr85bi50,297.8410015170927,1584.7337508472904
Honduras,mr85bi50,257.5315225518903,1891.2497439605863
Haiti,mr85bi50,260.00185292399385,1791.331966028619
Indonesia,mr85bi50,251.57592970847497,2796.409827240251
India,mr85bi50,271.90843647452965,872.7875765300647
Jamaica,mr85bi50,255.61356851930992,2881.9972584115376
Kenya,mr85bi50,243.58441136981924,1211.3025597335293
Cambodia,mr85bi50,299.8729597714397,1469.9117690338428
Lao PDR,mr85bi50,237.73063248594121,1498.4053442409406
Liberia,mr85bi50,275.16070791291287,2644.3811273823203
Sri Lanka,mr85bi50,284.9476275554003,2222.9347898707833
Madagascar,mr85bi50,236.49061786366607,2056.6020748031856
Mexico,mr85bi50,245.7088879429277,1826.4013238870973
Myanmar,mr85bi50,229.2747124325228,1746.5888147394653
Mozambique,mr85bi50,252.92917378359522,962.8425597963083
Malawi,mr85bi50,261.401206011182,1513.8371555779968
Malaysia,mr85bi50,283.33208787456044,2720.2593724202893
Nigeria,mr85bi50,283.5025132787564,1565.8591162699943
Nicaragua,mr85bi50,272.45829296246416,1864.918884181458
Nepal,mr85bi50,244.27090592886935,1635.2837594582195
Panama,mr85bi50,255.53102690831653,3251.7387245276345
Peru,mr85bi50,191.6384455363443,939.1386606514236
Philippines,mr85bi50,278.20305530513656,2638.0611626088103
Papua New Guinea,mr85bi50,247.77026775083579,2450.042341651531
Puerto Rico,mr85bi50,252.24812315733712,2394.8180069235136
Paraguay,mr85bi50,238.15414574621758,1584.23359505588
Rwanda,mr85bi50,206.44599926859507,1228.6868627279619
Sierra Leone,mr85bi50,282.0380218096649,2966.4802465574553
El Salvador,mr85bi50,265.37832275821154,2371.1985158706975
Suriname,mr85bi50,297.8636450858768,1538.0781394416395
Togo,mr85bi50,279.38020506030614,1499.8556728185577
Thailand,mr85bi50,296.68250482168094,1453.3470853672134
Timor-Leste,mr85bi50,263.0364255461509,1628.9667508366886
Trinidad and Tobago,mr85bi50,282.1680315112008,1738.8744236088403
Tanzania,mr85bi50,228.01868141865125,1385.0503007883376
Uganda,mr85bi50,234.35058401952247,1269.70707198886
United States,mr85bi50,166.7757611212416,1441.1892180724612
Venezuela,mr85bi50,284.9791379391776,1095.0356561369858
Vietnam,mr85bi50,252.77960852852402,1672.9917451665642
Yemen,mr85bi50,218.14622208388408,387.3417538735768
Zambia,mr85bi50,236.4478295338146,1191.4369440504197
Zimbabwe,mr85bi50,229.072613014749,623.6169123448341
Angola,mp85bi50,243.04325370503028,787.0658436199667
Burundi,mp85bi50,229.83112600308993,1177.4018518030566
Benin,mp85bi50,297.82318346869755,1152.6723056225399
Belize,mp85bi50,276.73939390212377,3569.555221177061
Bolivia,mp85bi50,168.3886149764514,977.3022392135475
Brazil,mp85bi50,236.59006491243366,1272.5959479447938
Central African Republic,mp85bi50,282.6662532121875,1563.034947488434
China,mp85bi50,213.7820566284701,1556.2338855770056
Côte d'Ivoire,mp85bi50,280.77552158054345,1621.6509886721549
Cameroon,mp85bi50,256.78726473917493,2205.186278968364
Democratic Republic of the Congo,mp85bi50,240.0560981817858,1571.0424652618267
Republic of Congo,mp85bi50,263.7351647389292,1983.4558438324873
Colombia,mp85bi50,230.48167875702657,2686.731041176911
Costa Rica,mp85bi50,251.96907102162137,3149.2703307685233
Cuba,mp85bi50,265.7071466543705,1252.0872344636614
Dominican Republic,mp85bi50,252.26210048959675,1112.1927552834265
Ecuador,mp85bi50,240.98508477290812,1335.9111808386629
Ethiopia,mp85bi50,234.0766455471621,1299.3030369403507
Gabon,mp85bi50,271.6772390519267,2108.660324590114
Ghana,mp85bi50,289.5086555211391,1444.4859653022027
Guinea,mp85bi50,271.4127331911765,2017.7414318901835
Equatorial Guinea,mp85bi50,253.03177998122703,2413.27385879782
Guatemala,mp85bi50,241.6426359684408,2135.263250641978
Guyana,mp85bi50,288.972688293231,1370.3217624123058
Honduras,mp85bi50,254.57970800474186,1425.8480393371394
Haiti,mp85bi50,259.0629395845218,1346.4995354633804
Indonesia,mp85bi50,254.9328371325976,3097.0636762131326
India,mp85bi50,275.09694583138236,823.5715028764104
Jamaica,mp85bi50,254.55044243085493,2059.045261591729
Kenya,mp85bi50,250.451374631385,945.2506985270138
Cambodia,mp85bi50,297.73098038507646,1789.1911584606705
Lao PDR,mp85bi50,231.29863343846048,1662.6112934157284
Liberia,mp85bi50,280.56468546796407,2989.1154576904055
Sri Lanka,mp85bi50,287.29260655709805,2426.8413181191813
Madagascar,mp85bi50,233.88314337606565,1737.1728230354006
Mexico,mp85bi50,247.909044485728,1673.0514731341782
Myanmar,mp85bi50,231.3548939004025,1738.551645132652
Mozambique,mp85bi50,253.23184594427187,1064.8448362015251
Malawi,mp85bi50,267.4915732835381,1416.9540343626863
Malaysia,mp85bi50,283.4859367192898,3167.335621847155
Nigeria,mp85bi50,287.222535528452,1494.5730033280088
Nicaragua,mp85bi50,273.96971266351386,1709.538913343305
Nepal,mp85bi50,245.3428329169109,1541.1998006202089
Panama,mp85bi50,254.3216725534074,2935.2031235264294
Peru,mp85bi50,193.16304502379862,952.0782754612093
Philippines,mp85bi50,278.01490585222615,2572.9013719801806
Papua New Guinea,mp85bi50,251.44213179133894,2933.2206332689007
Puerto Rico,mp85bi50,251.0576091470042,1763.6353511937127
Paraguay,mp85bi50,242.26346763088515,1642.9441537035502
Rwanda,mp85bi50,216.83665967764537,1218.5706847857232
Sierra Leone,mp85bi50,286.04349373715854,3144.1676401686054
El Salvador,mp85bi50,265.36090657814117,1858.3283197394617
Suriname,mp85bi50,295.1632253002719,1173.2095433311397
Togo,mp85bi50,283.9001055283912,1396.4319602610267
Thailand,mp85bi50,291.11722864303323,1575.8237459850397
Timor-Leste,mp85bi50,264.1864806473718,1731.774152116209
Trinidad and Tobago,mp85bi50,277.89754861126227,1071.851165111546
Tanzania,mp85bi50,236.45594032362703,1157.423101976158
Uganda,mp85bi50,246.39772804034538,1321.5919589250445
United States,mp85bi50,166.91468952656973,1559.9147556569444
Venezuela,mp85bi50,282.24718800256346,840.2666065753933
Vietnam,mp85bi50,245.60766496518795,1881.2900158586701
Yemen,mp85bi50,227.4472698521526,222.2781714837467
Zambia,mp85bi50,241.70330232254113,1029.224866749564
Zimbabwe,mp85bi50,226.75857415659644,749.6086036847413
Angola,cc85bi50,237.03296283058663,793.9631612895382
Burundi,cc85bi50,220.78505351897303,1329.2142517128875
Benin,cc85bi50,291.92914486736714,1137.4157475456527
Belize,cc85bi50,270.2565347897634,2584.057627161736
Bolivia,cc85bi50,161.0976875699433,962.3057915684777
Brazil,cc85bi50,233.15417590611779,1244.2628674426471
Central African Republic,cc85bi50,275.84776565084223,1679.249997921802
China,cc85bi50,207.14782315738893,1562.734397239408
Côte d'Ivoire,cc85bi50,279.6523579109294,1580.0247834638087
Cameroon,cc85bi50,251.77075669574532,1869.2992404422525
Democratic Republic of the Congo,cc85bi50,231.41025461190725,1693.9343598478704
Republic of Congo,cc85bi50,259.08607305774245,1821.7675554939422
Colombia,cc85bi50,225.50250677798314,2472.5524265296226
Costa Rica,cc85bi50,248.46793027594268,2379.1989520659026
Cuba,cc85bi50,264.38113375395494,1018.8381543004281
Dominican Republic,cc85bi50,251.02391721853905,917.5264604104451
Ecuador,cc85bi50,236.9024091091621,1048.0304686859015
Ethiopia,cc85bi50,223.2782081906313,1382.261452657776
Gabon,cc85bi50,267.5411255667951,2176.6762770672995
Ghana,cc85bi50,284.14403679099047,1388.8084630433723
Guinea,cc85bi50,266.7067697592049,1902.2952602231649
Equatorial Guinea,cc85bi50,249.46122468257366,2697.058492775372
Guatemala,cc85bi50,234.21226336714557,1722.179193665568
Guyana,cc85bi50,284.60813354941706,1590.3222083161818
Honduras,cc85bi50,250.387546140885,1144.6729340625113
Haiti,cc85bi50,258.50395532314695,1103.1876737128814
Indonesia,cc85bi50,250.77260288959096,2958.746192987979
India,cc85bi50,268.18119300099323,892.2728970121577
Jamaica,cc85bi50,251.15723916093566,1677.6102841834404
Kenya,cc85bi50,243.59259783783418,1080.1608730132568
Cambodia,cc85bi50,294.85106692427036,1552.972154899854
Lao PDR,cc85bi50,225.85907802282983,1609.5082275880766
