country,scenario,temp,precip
Colombia,mr85bi50,248.42900793966172,3759.9002961292636
Costa Rica,mr85bi50,269.57236668327204,3258.8286068884195
Cuba,mr85bi50,266.81882983814785,1489.4480403174366
Dominican Republic,mr85bi50,253.07500113394553,1515.6167768421715
Ecuador,mr85bi50,254.71005812663486,2846.8695573918617
Ethiopia,mr85bi50,217.55919709476643,1070.7177100332572
Gabon,mr85bi50,260.78473936363355,1557.9465289869518
Ghana,mr85bi50,276.6303840469063,1725.9765250446897
Guinea,mr85bi50,262.98396131452745,2208.19781542225
Equatorial Guinea,mr85bi50,254.6529932439759,1825.063297923705
Guatemala,mr85bi50,240.9691639448222,2677.745941768331
Guyana,mr85bi50,297.8410015170927,1584.7337508472904
Honduras,mr85bi50,260.0426136103538,1845.6773128984194
Haiti,mr85bi50,259.98721274018374,1791.3748419683902
Indonesia,mr85bi50,265.1996019371663,2576.046187630368
India,mr85bi50,266.26522491511236,2296.3612557146403
Jamaica,mr85bi50,255.61696633807455,2882.1029941905294
Kenya,mr85bi50,282.6651242594885,705.6609518004911
Cambodia,mr85bi50,269.9528787508654,2115.671108787722
Lao PDR,mr85bi50,240.07441336158152,1474.059598253253
Liberia,mr85bi50,275.1600283339237,2644.3169280140137
Sri Lanka,mr85bi50,284.94783360581636,2222.950497020952
Madagascar,mr85bi50,236.35487350293832,2053.639345520172
Mexico,mr85bi50,244.4461972304295,1537.3589849430914
Myanmar,mr85bi50,290.8340155951696,3084.985363961435
Mozambique,mr85bi50,254.7280624880438,1060.8583704633502
Malawi,mr85bi50,231.6752720342173,1010.6522558328998
Malaysia,mr85bi50,283.33208787456044,2720.2593724202893
Nigeria,mr85bi50,283.2939493961879,1640.63412214683
Nicaragua,mr85bi50,283.9119740642567,1999.7387387347658
Nepal,mr85bi50,244.27090592886935,1635.2837594582195
Panama,mr85bi50,262.11110408111256,3071.958010851226
Peru,mr85bi50,187.95135823405542,1033.5498113388062
Philippines,mr85bi50,264.0110849850716,2729.7253443635873
Papua New Guinea,mr85bi50,247.7689757844584,2450.1157500985732
Puerto Rico,mr85bi50,252.24812315733712,2394.8180069235136
Paraguay,mr85bi50,243.56806752593084,1495.640397006507
Rwanda,mr85bi50,212.68995088005485,1048.7428649217147
Sierra Leone,mr85bi50,282.04109480773286,2966.8134835700075
El Salvador,mr85bi50,275.07779415274837,2300.9480031330504
Suriname,mr85bi50,297.8636450858768,1538.0781394416395
Togo,mr85bi50,291.8830197458347,1197.316477364975
Thailand,mr85bi50,289.72087423232784,2432.197974620252
Timor-Leste,mr85bi50,263.0364255461509,1628.9667508366886
Trinidad and Tobago,mr85bi50,282.1680315112008,1738.8744236088403
Tanzania,mr85bi50,248.77439221893982,1366.0442315350374
Uganda,mr85bi50,237.17428710559824,1208.3095835555678
United States,mr85bi50,166.7757611212416,1441.1892180724612
Venezuela,mr85bi50,289.5713758467574,1022.3220689759585
Vietnam,mr85bi50,257.7615515884802,1853.1728390013752
Yemen,mr85bi50,204.84783964713802,411.80532713818695
Zambia,mr85bi50,236.1084810034239,1067.4203580851583
Zimbabwe,mr85bi50,238.64359333912802,467.41847139112895
Angola,mp85bi50,243.0437463170376,787.0168890436524
Burundi,mp85bi50,225.4117230753367,1188.7743229225514
Benin,mp85bi50,298.61895282481913,1105.6509481691664
Belize,mp85bi50,261.6166827064866,2349.489219602185
Bolivia,mp85bi50,272.26891828549867,1466.5009887966285
Brazil,mp85bi50,254.5996310592446,1361.4646494539543
Central African Republic,mp85bi50,282.6614380591082,1563.0691869654206
China,mp85bi50,207.53868255601083,1492.1804364258394
Côte d'Ivoire,mp85bi50,284.2954430306906,1598.7889813243823
Cameroon,mp85bi50,261.7614575938252,2147.83090977599
Democratic Republic of the Congo,mp85bi50,267.0520221125906,1688.003898209926
Republic of Congo,mp85bi50,263.3100993208926,1835.557397993347
Colombia,mp85bi50,257.6937196093397,3582.021291272484
Costa Rica,mp85bi50,268.5472571574378,3122.9593023349717
Cuba,mp85bi50,265.69398147009684,1252.312781175647
Dominican Republic,mp85bi50,252.19408974708676,1112.2759636213837
Ecuador,mp85bi50,260.0428219054793,3197.6824650082012
Ethiopia,mp85bi50,229.85108954568562,1086.2084496596053
Gabon,mp85bi50,262.23487380289885,1880.794383936918
Ghana,mp85bi50,288.3590124822545,1819.1342290976108
Guinea,mp85bi50,271.4133706771785,2017.7734870119798
Equatorial Guinea,mp85bi50,255.62251783852872,2081.1254521689048
Guatemala,mp85bi50,241.19612039657105,2187.6248882730997
Guyana,mp85bi50,288.972688293231,1370.3217624123058
Honduras,mp85bi50,256.44018897299327,1404.3315542387031
Haiti,mp85bi50,259.0490654248561,1346.4649653687068
Indonesia,mp85bi50,266.9593648896137,2723.533975206883
India,mp85bi50,268.07765846009795,2179.969263607915
Jamaica,mp85bi50,254.55386091586533,2059.129093408817
Kenya,mp85bi50,288.59814935035706,610.5711600625176
Cambodia,mp85bi50,269.1715640043905,2268.7784959021465
Lao PDR,mp85bi50,233.92876470902385,1653.2512249138376
Liberia,mp85bi50,280.5639987516366,2989.0608381492184
Sri Lanka,mp85bi50,287.2928427417903,2426.847387928192
Madagascar,mp85bi50,233.75494013281767,1734.268308189501
Mexico,mp85bi50,246.68445963507185,1407.883301324022
Myanmar,mp85bi50,283.1380748556216,3478.8773655369155
Mozambique,mp85bi50,259.84377499375194,1045.7924824733586
Malawi,mp85bi50,239.75060235162556,1008.9287124473075
Malaysia,mp85bi50,283.4859367192898,3167.335621847155
Nigeria,mp85bi50,287.1851590037968,1585.1014482639532
Nicaragua,mp85bi50,283.94234452832023,2121.9702656068484
Nepal,mp85bi50,245.3428329169109,1541.1998006202089
Panama,mp85bi50,262.6441952666637,2795.412415656064
Peru,mp85bi50,189.88140005646787,1007.6694911316546
Philippines,mp85bi50,264.90199240543166,2566.8641758415743
Papua New Guinea,mp85bi50,251.44058237233307,2933.30144424845
Puerto Rico,mp85bi50,251.0576091470042,1763.6353511937127
Paraguay,mp85bi50,245.8092903358531,1534.9593256729563
Rwanda,mp85bi50,221.24586390189728,1012.3710572618725
Sierra Leone,mp85bi50,286.04643309370385,3144.559652095792
El Salvador,mp85bi50,275.22148478748215,1780.9900246732404
Suriname,mp85bi50,295.1632253002719,1173.2095433311397
Togo,mp85bi50,294.11068733688995,1123.5194927689288
Thailand,mp85bi50,285.41717727547973,2775.1258344067855
Timor-Leste,mp85bi50,264.1864806473718,1731.774152116209
Trinidad and Tobago,mp85bi50,277.89754861126227,1071.851165111546
Tanzania,mp85bi50,255.56155366706875,1210.0073736074644
Uganda,mp85bi50,249.04249238121068,1301.0203463203509
United States,mp85bi50,166.91468952656973,1559.9147556569444
Venezuela,mp85bi50,286.7833816905422,771.0537497619315
Vietnam,mp85bi50,255.73287306344398,2068.4156926690234
Yemen,mp85bi50,212.5937147889744,227.70221912738972
Zambia,mp85bi50,240.45609805186592,1044.2677413320537
Zimbabwe,mp85bi50,239.11291351344914,543.576216422362
Angola,cc85bi50,237.0334984907552,793.9125579754084
Burundi,cc85bi50,216.39246165041772,1341.4923742663846
Benin,cc85bi50,292.4856090546739,1101.3826662974664
Belize,cc85bi50,255.93753384563772,1777.7941901185618
Bolivia,cc85bi50,267.52999940331904,1471.5757124749741
Brazil,cc85bi50,249.5415653981693,1410.9261366824405
Central African Republic,cc85bi50,275.8431726096869,1679.2281794082537
China,cc85bi50,203.68074858559092,1482.7266463834126
Côte d'Ivoire,cc85bi50,282.91635775478574,1559.2562116327315
Cameroon,cc85bi50,256.8472563745825,1923.7248515385031
Democratic Republic of the Congo,cc85bi50,260.3041342788406,1714.876498358797
Republic of Congo,cc85bi50,257.9693726934058,1707.4905753220069
Colombia,cc85bi50,254.01725784019874,3181.6769671090983
Costa Rica,cc85bi50,264.25312744495045,2362.8062850050324
Cuba,cc85bi50,264.36680481803523,1019.0289063733662
Dominican Republic,cc85bi50,250.9566636232815,917.6523376478467
Ecuador,cc85bi50,255.08553340107906,2706.5348358175315
Ethiopia,cc85bi50,219.52724893623088,1094.8489865062131
Gabon,cc85bi50,256.95383113402494,1785.6882215556961
Ghana,cc85bi50,285.78098054958747,1764.8506381303914
Guinea,cc85bi50,266.70661021594276,1902.3286715960387
Equatorial Guinea,cc85bi50,251.22079501987133,2119.682316481548
Guatemala,cc85bi50,233.61243183217198,1759.4474172643813
Guyana,cc85bi50,284.60813354941706,1590.3222083161818
Honduras,cc85bi50,252.42221655147358,1110.833295266874
Haiti,cc85bi50,258.4872920004315,1103.1224673161541
Indonesia,cc85bi50,263.63907354205276,2550.3473408819523
India,cc85bi50,261.8149557107693,2356.1032224411647
Jamaica,cc85bi50,251.16077429534755,1677.6797387954095
Kenya,cc85bi50,283.20693170261137,586.753576221862
Cambodia,cc85bi50,265.0537058483936,2258.462217120992
