"xxpred","yypred"
-103.278929903432,0.00207021887937413
-101.340305004815,0.00216566760273577
-99.4016801061979,0.00225856052822263
-97.463055207581,0.00234889413590973
-95.524430308964,0.00243666490587211
-93.585805410347,0.0025218693181848
-91.6471805117301,0.00260450385292283
-89.7085556131131,0.00268456499016125
-87.7699307144962,0.00276204920997507
-85.8313058158792,0.00283695299243934
-83.8926809172623,0.00290927281762908
-81.9540560186453,0.00297900516561934
-80.0154311200284,0.00304614651648514
-78.0768062214114,0.00311069335030151
-76.1381813227944,0.00317264214714349
-74.1995564241775,0.00323198938708612
-72.2609315255605,0.00328873155020442
-70.3223066269435,0.00334286511657343
-68.3836817283266,0.00339438656626818
-66.4450568297096,0.00344329237936371
-64.5064319310927,0.00348957903593504
-62.5678070324757,0.00353324301605721
-60.6291821338588,0.00357428079980526
-58.6905572352418,0.00361268886725421
-56.7519323366248,0.00364846369847911
-54.8133074380079,0.00368160177355498
-52.8746825393909,0.00371209957255685
-50.936057640774,0.00373995357555976
-48.997432742157,0.00376516026263875
-47.0588078435401,0.00378771611386884
-45.1201829449231,0.00380761760932506
-43.1815580463061,0.00382261838947932
-41.2429331476892,0.0038211737572756
-39.3043082490722,0.00380460630557958
-37.3656833504553,0.00377643236739839
-35.4270584518383,0.00374016827573918
-33.4884335532213,0.00369933036360909
-31.5498086546044,0.00365743496401528
-29.6111837559874,0.00361799840996488
-27.6725588573705,0.00358453703446504
-25.7339339587535,0.00356056717052292
-23.7953090601366,0.00354960515114564
-21.8566841615196,0.00355173269702472
-19.9180592629026,0.0035438749438398
-17.9794343642857,0.00353179237631003
-16.0408094656687,0.00352870890604661
-14.1021845670518,0.00354784844466072
-12.1635596684348,0.00360243490376354
-10.2249347698178,0.00370725732777699
-8.28630987120088,0.00387763128014845
-6.34768497258393,0.00409216555658129
-4.40906007396697,0.00432304101553213
-2.47043517535002,0.00455288898198884
-0.531810276733054,0.004854279159192
1.40681462188391,0.00517894530602385
3.34543952050086,0.00544742969900277
5.28406441911783,0.00572165524807647
7.22268931773478,0.00600436515508257
9.16131421635174,0.00624296471257185
11.0999391149687,0.00643064006758216
13.0385640135857,0.00660733075575446
14.9771889122026,0.0067712535303842
16.9158138108196,0.00692035617554029
18.8544387094365,0.00705258647529163
20.7930636080535,0.00716846621420932
22.7316885066705,0.00727348849591939
24.6703134052874,0.00736797815086745
26.6089383039044,0.00745196815530856
28.5475632025213,0.00752549148549781
30.4861881011383,0.00758858111769025
32.4248129997552,0.00764127002814094
34.3634378983722,0.00768359119310496
36.3020627969892,0.00771557758883736
38.2406876956061,0.00773726219159322
40.1793125942231,0.00774867797762759
42.11793749284,0.00774985792319555
44.056562391457,0.00774083500455215
45.9951872900739,0.00772164219795247
47.9338121886909,0.00769231247965156
49.8724370873079,0.0076528788259045
51.8110619859248,0.00760337421296635
53.7496868845418,0.00754383161709217
55.6883117831587,0.00747428401453703
57.6269366817757,0.00739476438155599
59.5655615803927,0.00730530569440412
61.5041864790096,0.00720594092933649
63.4428113776266,0.00709670306260815
65.3814362762435,0.00697762507047418
67.3200611748605,0.00684873992918965
69.2586860734774,0.0067100806150096
71.1973109720944,0.00656168010418912
73.1359358707114,0.00640357137298326
75.0745607693283,0.00623578739764709
77.0131856679453,0.00605836115443568
78.9518105665622,0.00587132561960408
80.8904354651792,0.00567471376940738
82.8290603637961,0.00546855858010062
84.7676852624131,0.00525289302793889
86.7063101610301,0.00502775008917723
88.644935059647,0.00479316274007072
