"region","variety","year","produced","yield","PID","frosts","gdd1000","kdd1000","avgmin","precip"
"Mozambique","combined",1986,1000,0.714285714285714,149,0,7.87833053499972,0.00394511900484539,15.8400849359217,0.0114303528653617
"Mozambique","combined",1987,1000,0.714285714285714,149,0,7.91004870656382,0.00689609139589549,15.5390958980429,0.0119408650941829
"Mozambique","combined",1988,1000,0.714285714285714,149,0,8.1751857699539,0.00832084037264356,15.8752619137951,0.00707532964272035
"Mozambique","combined",1989,1000,0.714285714285714,149,0,7.96595732757979,0.00448328297078925,16.0988509362566,0.0118664058210956
"Mozambique","combined",1990,1000,0.714285714285714,149,0,7.91812644770385,0.0102454465272695,15.858247983931,0.00851175823138041
"Mozambique","combined",1991,937,0.628016085790885,149,0,7.96232963129889,0.00962912394331421,15.8365264392928,0.00857265301150702
"Mozambique","combined",1992,900,0.692307692307692,149,0,7.98135366203534,0.00768214794509557,15.484063708869,0.00926435449431353
"Mozambique","combined",1993,700,0.636363636363636,149,0,8.29855559178126,0.028887487634043,15.7028195055362,0.00468926973527638
"Mozambique","combined",1994,1000,0.714285714285714,149,0,8.00150828330174,0.00776050111817546,15.7295964590298,0.00758368666960533
"Mozambique","combined",1995,800,0.666666666666667,149,0,7.77416810350163,0.0168327543788159,14.6599974377719,0.00669053831566937
"Mozambique","combined",1996,900,0.692307692307692,149,0,8.09534368594519,0.0151761852827649,15.7702557113039,0.0051985049507945
"Mozambique","combined",1997,950,0.703703703703704,149,0,7.77134926665613,0.00558901997004418,15.6874302778658,0.0110336333084992
"Mozambique","combined",1998,1000,0.714285714285714,149,0,7.8391343070127,0.00856847390103164,16.0790926841885,0.0126192287414681
"Mozambique","combined",1999,953,0.675886524822695,149,0,8.13127738218379,0.0127180009263966,15.8732920137703,0.00906630645503195
"Mozambique","combined",2000,1073,0.77866473149492,149,0,7.80229969131703,0.00716366954108439,15.8866488132169,0.010871343319733
"Mozambique","combined",2001,600,0.6,149,0,7.93891795004472,0.00762669491972249,16.0474902108387,0.0115825093008613
"Mozambique","combined",2002,518,0.548148148148148,149,0,8.06366497693955,0.0107037770603067,16.336316645753,0.0105779424252576
"Mozambique","combined",2003,722,0.825142857142857,149,0,8.15945990375777,0.00766490897817814,16.0071066920334,0.00752226855624455
"Mozambique","combined",2004,728,0.832951945080092,149,0,8.06537961108925,0.017265724387861,16.1442580835495,0.0104627940133018
"Mozambique","combined",2005,750,0.852272727272727,149,0,8.1325508322068,0.00971699953423039,16.5624554484821,0.0107399430869872
"Mozambique","combined",2006,680,0.85,149,0,8.32345739274342,0.0197416492113899,16.3988235535403,0.00734282276302456
"Mozambique","combined",2007,700,0.853658536585366,149,0,8.15430604598539,0.0173554144032032,16.2448698692739,0.00807583854110594
"Mozambique","combined",2008,720,0.867469879518072,149,0,8.13826528786852,0.0130848422821365,16.2619911571686,0.0116704514332331
"Mozambique","combined",2009,730,0.869047619047619,149,0,8.12432251963961,0.0141242023786923,16.093719969126,0.00888122921862503
"Mozambique","combined",2010,740,0.870588235294118,149,0,8.05812300479166,0.00597020969312073,16.3620359255082,0.0102252614638569
"Uganda","combined",1980,NA,0.474955004006284,224,0,8.02288229311037,0,16.2201827826749,0.00868232532453386
"Uganda","combined",1980,NA,0.591331043432442,224,0,8.32177815891655,0.000256155425492964,16.4172805452169,0.00586931808621247
"Uganda","combined",1981,NA,0.59683714656722,224,0,8.31800052463284,0.000256155425492964,16.344996486164,0.00538300016785667
"Uganda","combined",1981,NA,0.457037618136374,224,0,8.07529512604467,0.000281511735548215,16.0831934332197,0.00910673809764544
"Uganda","combined",1982,NA,0.476933253056737,224,0,8.00947791897237,0.000281511735548215,15.9672556809675,0.00910330445260038
"Uganda","combined",1982,NA,0.732117811600853,224,0,8.02620721581349,0.00034030966089122,16.1715671176505,0.0105882621722038
"Uganda","combined",1983,NA,0.737474849506211,224,0,7.90725930035359,0.00034030966089122,16.1574757084897,0.0139306381241273
"Uganda","combined",1983,NA,0.685931977028729,224,0,8.13491638056253,0.000235149064837445,16.5226864826067,0.0113467077364983
"Uganda","combined",1984,NA,0.673162231903831,224,0,8.15605493279871,0.000235149064837445,16.4899009237341,0.0101881855798382
"Uganda","combined",1984,NA,0.664812998217283,224,0,8.16847610327891,8.86527411302038e-05,16.0138072461865,0.00683964246194244
"Uganda","combined",1985,NA,0.669206501524822,224,0,8.25996662698797,8.86527411302038e-05,16.0260848821362,0.00465445799009379
"Uganda","combined",1985,NA,0.660269196649707,224,0,8.0551206856446,0.000519075448375184,15.7645520773636,0.00856402709276315
"Uganda","combined",1986,NA,0.655985561511576,224,0,7.99634983471189,0.000519075448375184,15.6552765654914,0.0087172542751828
"Uganda","combined",1986,NA,0.713395677601934,224,0,8.0541382912512,8.61980227396293e-05,15.5288055190969,0.00652822113901646
"Uganda","combined",1987,NA,0.713397130587766,224,0,7.99384025165045,8.61980227396293e-05,15.4433052531675,0.00697353145082912
"Uganda","combined",1987,NA,0.738892065452275,224,0,7.97344220634918,0,15.995718377374,0.00959748945837909
"Uganda","combined",1988,NA,0.733110686048849,224,0,7.99740712060758,0,16.0624616811473,0.00906431154195684
"Uganda","combined",1988,NA,0.676908953881559,224,0,8.08347125572604,0.000217896071654029,16.3027051237231,0.00851595583213547
"Uganda","combined",1989,NA,0.706119366431494,224,0,8.01251385991187,0.000217896071654029,16.2367161869517,0.00912217031141574
"Uganda","combined",1989,NA,0.732889534112967,224,0,7.94569459675744,5.41407122655513e-06,15.762498466341,0.0069247238317174
"Uganda","combined",1990,NA,0.693840963397152,224,0,7.96306846505258,5.41407122655513e-06,15.7815212900031,0.00677107806969179
"Uganda","combined",1990,NA,0.49074711428549,224,0,7.98104039404356,0,16.0188890509566,0.00896064591056005
"Uganda","combined",1991,NA,0.497253736250206,224,0,8.00351844117174,0,15.9960002612295,0.00865210270065836
"Uganda","combined",1991,NA,0.555842671160499,224,0,8.17059979467455,0.000283648307190239,16.2085296034631,0.00807424515956066
"Uganda","combined",1992,NA,0.563037024086495,224,0,8.10761991504705,0.000283648307190239,15.9827804737252,0.00761508489486005
"Uganda","combined",1992,NA,0.457866795921678,224,0,8.29313508691497,0.00155135218792679,15.975230832611,0.00428210876128211
"Uganda","combined",1993,NA,0.455642838380572,224,0,8.32283700322299,0.00155135218792679,16.1401935634779,0.00447860104457066
"Uganda","combined",1993,NA,0.561140411599758,224,0,8.22429272459775,1.30839350127423e-05,16.2347178719723,0.00591397788137672
"Uganda","combined",1994,NA,0.557484389248446,224,0,8.28555377910557,1.30839350127423e-05,16.3131346802266,0.00518502969780365
"Uganda","combined",1994,NA,0.721849476967581,224,0,8.26890969202255,0.000224357861378721,16.0657965346424,0.00509033400493875
"Uganda","combined",1995,NA,0.744360197186447,224,0,8.14824945320569,0.000224357861378721,15.885758741101,0.00593519716469749
"Uganda","combined",1995,NA,0.693362024627385,224,0,8.23566653552492,4.01181690566443e-05,16.2144389521045,0.00571878134985858
"Uganda","combined",1996,NA,0.730891265266672,224,0,8.22277854523024,4.01181690566443e-05,16.2128486528879,0.00561319283503133
"Uganda","combined",1996,NA,0.999806054355107,224,0,8.03072589400665,0,16.0811992732857,0.00746674941606121
"Uganda","combined",1997,NA,1.00483704980747,224,0,8.01124087405693,0,15.9590237106893,0.00730061769768691
"Uganda","combined",1997,NA,0.832099794911972,224,0,8.12753009464677,0.000403542758943801,15.9531006705393,0.00676567056662654
"Uganda","combined",1998,NA,0.775304343426393,224,0,8.06165931796544,0.000403542758943801,16.1179175340091,0.0108035003847551
"Uganda","combined",1998,NA,0.754608651373795,224,0,8.29556790049812,0.00012264017027137,16.9352475468971,0.0116467168859198
"Uganda","combined",1999,NA,0.783369322702485,224,0,8.45086718931638,0.00012264017027137,16.9846132795082,0.00728985822122266
"Uganda","combined",1999,NA,0.888683863620346,224,0,8.32470932094967,0.000672290056279736,16.3354350521849,0.00704139136186716
