"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52"
"NINO-11",0.0232223567076213,-0.0514993859770387,-0.0370404190333234,-0.00399135247367065,-0.0232571861176001,0.0719295034728351,-0.0156847395058979,-0.0662189278173961,0.0856326098857679,-0.00331955630237257,0.119872200824944,-0.030838254173473,0.0131359436781544,-0.0732941048893209,-0.0854737503203483,-0.0796328767212744,-0.0478624817135477,0.003750928168422,-0.112177184669095,-0.0149839228045589,-0.0463662209376328,0.0186909074497242,0.0416911067294973,-0.0138659651756672,0.0746814608131659,0.0536380717304406,-0.042362354518214,0.0200548514350612,0.101865396384681,0.0218357997316959,-0.0224078247045699,-0.0157281255469809,-0.00153484493943884,-0.0313513945412822,0.0334127068568863,-0.095785615717335,-0.00717498155952152,0.0860839700183817,0.0934636100629434,0.0143487810945591,0.109957090170948,-0.0620890829679112,0.0288799502026381,-0.00289621892524447,-0.0551623759461952,-0.0856987613952302,-0.0413466473853412,0.00517026580532217,0.0190468859885945,0.0524045085821176,-0.137846621168137,-0.175348234266708
"NINO-12",0.0196599601461803,-0.0263219823492164,-0.0271365979798317,0.0123882505900334,-0.0440001394659197,0.0783710199142963,0.0185923977710456,-0.0600240627407072,0.114679989580588,0.0226941024726605,0.160005453851112,-0.0777417208406571,-0.0378736484864397,-0.0545317003889661,-0.0714915278683985,-0.103628309246137,-0.0401688108035984,-0.0581303783704223,-0.100387778266131,-0.00759481191324456,0.0147753344434188,0.0489041606103091,0.107899786202514,0.0139273512251976,0.0885101037419345,0.0430790155646054,-0.108706806578379,0.0325343753338103,0.0980204759928717,0.0801723559594857,0.00537526894409479,-0.0202393697086149,0.0711602390348898,0.000621840016960498,0.0544759128306337,-0.114990188393724,-0.0163735024995555,0.035658947762636,0.0321271669825985,0.0792243674808239,0.0895077516787142,-0.0242356388599307,0.0146693475411227,0.0199910261141807,-0.0561231308841217,0.0240058907677671,-0.0399763132692147,0.0442186035938215,-0.0113622755504702,0.0196682228908722,-0.0227517760105833,0.127686791453126
"NAO-1",-0.0270742083720091,-0.0451863005251939,0.0109018305478432,0.0587138226792849,-0.0397092740989281,-0.0374397708218005,0.0941395101528348,0.078085043791002,-0.0907314853144258,-0.0238307767909175,-0.0402399862852033,0.00855693158103039,0.051055627414355,-0.256393578957692,-0.136762485448428,-0.119853727242083,0.00127747098540968,-0.102636281918482,-0.0200829647966179,-0.134459511579848,0.237325325420486,0.0536909047764461,0.11570287072042,0.127582336899984,-0.0997165696455862,-0.0979890482631044,-0.0100913577225422,-0.253662946170885,-0.01266276217076,0.263903452591018,-0.162655303235603,0.0579470926902871,-0.010316920475203,0.0159811979103413,-0.0539788238270292,-0.0969648360852995,0.121324237094449,-0.0282284653747078,0.0251059644037353,0.0360049865809029,0.0492533413516424,0.103530203007193,-0.00363305707173106,-0.0789110968571231,0.0880049210693962,0.0629546487241823,0.0492891861124794,0.0181010398738078,0.039194249192979,-0.129058088162079,-0.0101417954112372,-0.00709030675691698
"NAO-2",-0.0160661516392567,-0.0709615725021428,0.0454752238505914,0.0670832051587026,0.0501476418360314,0.142832539646597,0.0403590098480984,0.0555170721503864,0.206687312627165,-0.0242219029250091,-0.11844473883158,0.188691512682915,-0.31891653489033,-0.0080298350370345,-0.127961539457702,0.076238909557806,0.18015979969367,-0.127658557897999,0.118563929118534,-0.0932692460686979,-0.274806966596077,0.107333230074008,-0.0346022542427509,0.0233879542337898,-0.161022023586396,0.0978291003974119,-0.0664672478983175,0.00127689008668257,0.0483176289339092,-0.110831154039412,0.0240015884308587,-0.0635326781920399,-0.0190022219038124,-0.0590586199134666,-0.0440523337792103,-0.172777350259946,0.168703749817839,-0.0470356249599028,-0.0692228531161133,0.0908471343957677,0.048053144361548,0.178328346262517,0.0513535504126604,0.0311437381718038,0.0271372465456336,0.0350077741224971,0.142684990907688,-0.0323125206297084,-0.0346164003428017,-0.067195222097985,-0.135453376195325,-0.0682482145895329
"NAO-3",-0.0209778069190058,0.0161974945576613,-0.0497959032337816,-0.0321906163321204,-0.066439504596039,0.117326848841291,0.0326270451386624,0.0997090547118774,-0.0430801209807608,-0.195618418135788,-0.136607795638099,-0.0236046323728686,0.127210297142817,0.107800137034673,-0.0952187738482919,0.0482634185248697,-0.0616341730672289,-0.0531270110677288,0.104210400232616,0.00013989846907031,-0.101843495442546,-0.13594577476095,-0.00286488506426007,-0.0711287421083422,0.149373742428116,0.0403591828407971,0.292695215033317,0.0871845148367708,0.121103510304174,0.184720588301966,-0.181262755640402,0.0113893005284009,0.0638682892733958,0.00978882067166137,0.197343617515683,-0.107587725608092,-0.0130795901348768,-0.0605225202437929,0.14095386543262,-0.0307472576592728,0.143778730259777,0.0542302826461454,-0.00810088716850242,0.0208466130094204,0.0499465137748662,0.105421721358747,0.0613170346874063,-0.0721048142760592,-0.047511391227178,0.0725463687605533,-0.0600264359676784,0.0742053112650648
"NAO-4",-0.0428076509573114,0.00751067431339759,0.0413307835214685,-0.0071772934331218,-0.0223141720624181,-0.00369657797818339,-0.0844223104484119,0.214224849883445,0.146203649437666,-0.120771507657093,-0.122478925616901,-0.0882171674038617,-0.0855013825531139,0.213027671459235,0.0331663176581983,-0.0400274743791055,-0.0481810386765313,0.00377978930110815,-0.182027507142909,0.187587783889346,-0.0751693132703698,-0.00619987346166267,0.174754261803524,0.0839307293723877,-0.0213390975669092,0.216532027818737,0.167300492064562,-0.0442975795198213,-0.175695845055979,-0.0202464748019851,-0.112836266871932,-0.0387641432063947,-0.00869593507981918,-0.0951651888985884,-0.0834431026136009,-0.171960838771419,-0.0443844935191389,-0.136635559907258,0.134009029937535,0.0421218083091879,-0.120754658459114,-0.0149212499796006,-0.0590361716055592,0.00216664759618446,0.0554403118169603,0.0686878189480693,0.0631582245724919,0.0276544640243289,0.124294968289626,0.195782841844679,0.0827666781710231,-0.0667186300762313
"NAO-5",0.0215286705766112,-0.059634898715041,0.0212095463770297,-0.0904961967276767,-0.0544833087184294,0.107857664683988,0.0486011967961244,0.0498142930084715,-0.0393947642601453,0.103948049820611,0.111462569758258,-0.216077898440052,-0.0690865229853247,0.113216540245576,0.00917891775080277,-0.00391532408003967,-0.0221874258614198,-0.065207388074513,-0.14600182515665,0.165406957646211,-0.158613396987078,0.0887357656862035,-0.046554084240272,0.0879742209033102,-0.155101134397053,0.0765605344390307,0.0865335209984014,0.11573062780253,-0.0179117691611272,0.107016430274645,-0.0410472595584763,-0.134163811732992,-0.174848498553987,-0.0966064548374607,0.041777079045786,0.268939886178301,0.075447386662678,0.158887118252383,-0.0816954962422613,-0.0412491651083455,-0.0971123968921788,-0.0135922995129973,-0.0467457414732592,0.0520334503492952,-0.0569115609484858,0.192561392225679,-0.0328256864405091,-0.0401656396575898,0.0693681172243054,0.0444150731660366,-0.194849909769465,-0.107642981042455
"NAO-6",0.0155650444495606,-0.0372213835103177,0.0451492541083362,-0.0400317787854813,-0.0234098599036359,0.0439861105221358,0.00186578060133074,0.076320412887501,-0.170835665382325,0.103179686163145,0.0808239498878011,-0.23938437599611,0.0238459185188944,-0.16857425144533,0.0357721850847178,-0.0214130265026753,0.188956518080325,0.0954923012284901,0.0275149869552973,0.198247151590859,0.135940002126251,-0.112708451850683,0.00782124452726851,0.117257386130849,-0.117211547900092,0.0117663586934928,0.191419144520126,0.115129047183029,0.109959570975619,0.0422432294951505,0.0820924000739886,-0.0970823682050111,0.260921276618099,-0.105506519150467,-0.215236442174382,-0.111416854839404,0.0424674196070428,-0.0696905591304415,-0.101716746662625,0.0089384376595835,-0.108035271726227,0.101818405946697,0.19868011074911,-0.0496914623980564,-0.073415737933476,-0.0452948796078784,0.00611925757579477,0.103279996123059,-0.0181799741574903,0.0186669849712994,-0.142414112339322,-0.0418882815959117
"NAO-7",0.0526931870238442,-0.0367127102785059,0.0620139857901476,0.0589467911277848,-0.0775706546780617,0.0309078478197788,0.0763032249090426,0.0457296695412107,-0.188360999926241,-0.00466782311615095,-0.190589575364041,-0.132659558932187,0.114690722396078,-0.172602773865943,-0.0418023057443276,-0.110603004564608,0.224275507352982,0.0895080581868558,0.103159639753916,0.155522315890339,-0.102686104321644,0.0818135973282752,0.0399177252608924,-0.0628782312738453,-0.00922717928092924,-0.203495949608926,-0.0673214803450701,0.0269894898751029,-0.029853896885434,-0.145995836504525,0.139778531073151,-0.120353729647872,-0.160287025334193,-0.108421469195425,0.00998884526971582,-0.144487398165221,0.078253273333358,0.161668137080069,0.0527752357232709,0.157908146879788,0.0251939667193167,-0.102425734236741,-0.0456119658519804,0.125224997948166,0.0533904184463478,0.106086203798756,0.0321919661905034,-0.0574394051714516,0.0511649394380743,-0.0393495688065503,0.0573488102939214,-0.0988739530496284
"NAO-8",0.042772120141479,-0.00705760789662529,0.110007851842779,0.127842443779414,-0.00648783017471818,0.051149498135232,0.0166567466097178,0.0275772474039627,-0.128864402433075,-0.0366715753725421,0.138045019884971,0.00180773304889182,-0.129616452343551,-0.139080547872831,-0.0376311726197917,0.148218435009901,0.0246184710603214,0.0651911431322538,0.074901519683334,-0.0200080409785008,-0.117616911777851,-0.175789711648404,0.0909612010714969,0.239746292043748,0.103830645806779,-0.136712344858608,-0.0584084068498994,-0.0521760137641134,0.0549254662475376,0.133531312820361,-0.0611204606380806,-0.0288606363460245,-0.197807488553451,0.0520517219432125,0.0140255947198868,-0.0718476596377458,-0.0742957764028617,-0.0732773944748248,0.202691733325449,-0.172914376605982,-0.0557813111540087,-0.190170916272457,0.0324642786050902,0.217815821397877,-0.148349768766011,0.013635164278364,-0.106340457937504,0.058159746022383,0.0485000451248625,0.0695132677245433,0.0465809026512222,0.0858358428764439
"NAO-9",0.0326400846854808,-0.038907583710414,0.0719515644546262,0.00413242149912426,-0.0247358524965279,0.0794575257011787,-0.0490757581731741,-0.0159574571531816,-0.0586333722615739,-0.0202014305360822,0.0971722247910018,-0.0953439533264178,-0.07974351321243,-0.136783831978909,0.215958135272697,0.0999977150932436,0.117355294470611,-0.273254448169898,-0.132707282095199,0.0483081226817632,0.17917054484072,0.0575681115687025,-0.177133908395467,0.070836913233495,0.0347163868210076,0.0294908618851417,-0.117851462174467,0.164033694554867,0.0505843180501327,0.111425159237083,-0.170433107083472,0.0104048862948001,-0.111540327223848,0.238323609848601,-0.184526075052089,-0.142681561123171,-0.167722670502065,0.0851955096722598,0.0494465002496263,0.0577628629991063,-0.00169292444206832,0.0928295821630907,-0.116887133349416,-0.0365159568574579,0.0377217725184458,0.0556452663539777,-0.0499523411674116,-0.00521582927325391,-0.0554040803358425,-0.0827750584409685,-0.0693544155803121,-0.0387918208889819
"NAO-10",0.0332038027929615,-0.00362176348384324,0.0330477703469851,0.00504906242125349,-0.10729781700857,0.0450651755804607,-0.058471925514976,-0.0777904418068055,0.0216015615669707,0.067825136435812,0.249363730802906,0.165042059156452,0.0912739275473086,0.0524349522019416,-0.155239252487109,-0.201279493174179,-0.0478398353746776,0.0101373924979373,0.0593793319153517,-0.153189737718302,-0.117137241984617,-1.65316491218028e-05,0.253816969828789,-0.0414757940291825,0.0494178098081168,-0.165696631469474,0.0425814814519131,0.283439631216147,-0.141508987603293,0.0644072180045697,0.000649228467132409,0.265373883987333,-0.0935389568301302,-0.0240588185015224,-0.241369165603123,-0.0337633974086308,0.0832453385535697,0.0237878038988527,-0.157231613034351,0.0172374690357224,-0.107864846643144,0.0584163802729187,-0.110886776900125,-0.098973567969527,-0.0881508545330857,0.00895558455150235,0.0737039810851852,-0.0199513177333067,0.0108568807017012,0.105206699375293,-0.127118789195894,-0.0610935282018343
"NAO-11",-0.0173773663621426,0.00785336793563753,0.0326961114775222,0.041526715101477,-0.00846527488353041,-0.0271237639789338,-0.0703407956943333,0.115747763800288,-0.0011759995993256,-0.0101956552848149,0.150452840487399,0.0390961579454905,0.0104208602976097,-0.115903322934426,0.308707977426828,-0.0679301061086745,-0.105594201943097,0.195913486808307,-0.0953288350282332,-0.0666162914689414,-0.109256464149501,-0.0891316011941376,-0.0682588918294255,-0.252734642451607,0.0275302844605506,0.153984225132745,-0.036745977411608,-0.0468509711701625,0.096537387891315,-0.0478940975947015,0.0455623222744336,0.124083523791665,0.0677521986250378,0.0506824701655212,-0.0484487221613858,-0.122006060457379,-0.0728990830838308,-0.18245277858084,-0.119961462953331,-0.0399145156557886,-0.0609680453627207,0.0407214947157978,-0.0311668258768375,0.164651643461022,0.0615125511878193,0.0811330773646951,-0.00795384152124307,0.0175805261126447,-0.0615533349699361,-0.00070354288097169,0.0275133315149692,-0.0539430364397283
"NAO-12",-0.0667930291242328,-0.0172865782545511,-0.0207857649687542,0.0722404076743794,0.0171878521141002,0.0159946485763193,0.0548729379032065,0.0323193541540067,-0.104944686854301,-0.0223787168290388,-0.132685544449616,-0.0960540691251101,0.0776016334086476,0.184043914394695,0.262833086051122,-0.0795419968285273,-0.00166779554493244,0.0334646496907885,-0.099987087337964,-0.142193045849103,-0.0826291902652976,0.226747583084214,0.196678648798981,0.0147554834100854,-0.039925470237558,-0.0158293524276592,-0.0113720559702119,0.193164440447369,0.228286730231405,0.025896832382702,0.0736312569769527,-0.168662535208834,-0.0126929877051786,0.000508917012037321,-0.192388688721412,-0.00672403165634047,-0.0975564788485679,0.0510815360443422,0.0924820416778366,-0.0844593417048119,0.0764638046118082,0.0307319289099836,0.0892935233054096,0.0875344030474958,-0.00542501923186067,-0.0765029207663295,-0.0138724453389832,-0.0378914522505977,0.0587220923586145,-0.0978079527041181,0.0395264585463977,0.143818084498223
"SOI-1",0.00968025163693427,0.0874170317856304,0.0875588721248502,0.0153509715332858,-0.0385569999174845,-0.0273946695076237,0.00439791287601118,-0.109780312393708,0.0379301161100091,-0.133204629076766,0.137285280918012,0.00950077140108311,0.0522856674442188,-0.0210366489942055,-0.140835525911224,0.0101499715113613,-0.136422974010924,-0.0562364165126646,-0.00534415032437971,-0.0233988968788785,-0.0009807200963274,0.117037946672029,-0.0625971809920101,-0.0424245203049477,0.0479785485507756,0.0466650001811544,0.210565788760903,0.111970164607264,0.0461455287476175,0.0937680701908744,0.0171025866365518,-0.0458550804478121,-0.058479000226627,0.00610998800385992,-0.0602584964682565,-0.053677841262604,0.156837678035419,0.0153208443546677,-0.0861537547920898,-0.0909557938167754,0.0282995624662902,0.0536568692124494,-0.00224042905291325,0.174825237530773,-0.174714766551463,0.0833276209430128,0.0746578346163441,-0.0894813465009735,0.0555756668925644,-0.0832690862481071,0.0912967274304096,0.0540597527855224
"SOI-2",-0.0252470073092332,0.117965878137514,0.105857700855377,0.0329339024807321,-0.0459135587678007,-0.0197012426304402,-0.00889394573849794,-0.0509066315479981,0.0854714355130037,-0.0121637315520571,0.0204773030898449,-0.0556623008701799,0.0651179557689441,-0.0598839155606386,-0.0143350766946749,0.0404810769344466,-0.0947149061818227,-0.0074392870656379,0.00269604677090143,-0.0603599716798698,0.0524245902590846,0.0901502806126379,-0.0166261056370493,-0.0353292544935169,0.0460357288999695,0.0767634536750126,0.0942831826011996,-0.125626210910335,0.0750885818515667,0.0548991494086204,0.0479647774864704,0.0399610971307852,-0.0429687570231523,0.0207917396376158,-0.0808754243814398,-0.153289590301039,-0.0018147908483441,0.169357417557675,-0.042442591097899,-0.063626200164794,-0.0105931878621764,-0.0603016585732406,0.0511969126432194,0.058427348839733,-0.0102206686553271,-0.0628509472620281,-0.137412564452751,0.000958219151200131,-0.0890512732858124,0.0684810403105562,0.0292981586836988,-0.109369601132418
"SOI-3",0.00554010327853623,0.138400397093844,0.122772441459496,0.0122451431735016,-0.0691536107779104,-0.0389771050990772,0.000826051359037291,-0.0603900701233783,0.0673722898744585,0.00846540721090936,-0.0016728596836206,-0.0230828241881481,0.0830278190332388,-0.0801677555405652,-0.0875133809516452,0.0291759160136559,-0.103985495370233,-0.0435983566721595,0.0375240873083762,-0.0631521406085416,-0.028574256815133,0.12672774121629,-0.0921870549501411,-0.0405991291545886,0.0676859720040614,0.0400252017223224,0.0163985890884657,-0.0237684344077364,0.0415009441629424,0.0110019492475102,-0.0245125366528194,-0.127881824676398,-0.0234339875909612,-0.0320266424753955,-0.0584871430127542,-0.111821143673471,0.14915300196464,0.00401627441461746,0.0510628407318787,0.0176095391080296,0.0564913764981227,-0.099684418747631,-0.123654351220201,-0.0713148977584451,0.246501278167773,-0.0130728963431197,-0.104382297768003,-0.10395769143305,0.0878116314101213,0.103487564947025,0.0763557266579804,-0.108167305334204
"SOI-4",0.00555865543715006,0.120792223821946,0.122810162851467,0.0387186875274965,-0.03530607164647,-0.04812290102435,0.00141772575568169,0.0432976372981261,0.0693526488280178,-0.00850069389622691,0.0498044406705068,0.007181498105399,0.0413208437668725,-0.0794399559684332,-0.160265108774629,0.0154346171533435,-0.16271061997929,0.0152734713491815,-0.0422296740810872,0.0794815078194002,-0.0612903464720191,0.0539480493541598,0.0981357844957939,-0.0192471793908811,-0.0976475106832308,0.0100492939897368,-0.114308976107515,0.0533076912861214,0.0818930390000845,0.030928719700137,0.0506442045578595,0.00285061436981521,0.156180020217926,-0.12394485023083,0.00543208981444744,-0.111069020344867,-0.0367530913042448,-0.131248846802402,0.024898088139365,0.0207904999485269,0.0193441059805359,-0.0036009233937883,-0.159115261867476,0.0898665592823826,0.145003779956751,0.0692138522878009,-0.204035605032528,0.0829621285991067,-0.0595264646361849,-0.0509005578268552,-0.113782854965631,0.0423644753816182
"SOI-5",0.0133030728145551,0.132779760198216,0.125775584708187,0.0402176487294192,0.0132001295366573,-0.0195770595225633,-0.00128593780770073,-0.000176741981790631,-0.00309505732475352,0.052206537761969,0.0470660973556793,0.0654197784134115,-0.00996336241441905,-0.00213023056973098,0.0638888427062045,0.0761360464511941,-0.0424204399301774,0.0671055200730109,0.0343553980301407,0.0544237879825703,-0.0719984186217656,-0.0568586297213468,0.0318606945257122,0.054905083093871,0.000401931449556505,-0.110888945031029,-0.142751483913246,-0.0955724523753028,-0.0643036223055768,-0.0205997424816159,0.0125386770082448,0.0123060350121138,-0.113622265490864,-0.0236083665879669,0.0129349801423094,0.0578764869838027,0.09683664127172,0.104454752615707,0.0521388951987753,0.0456682677568963,0.24715833664834,0.109040294027708,0.195101141524995,-0.100518280013079,-0.035064969843943,-0.0147434427824111,0.00203327022405158,-0.102525166637332,0.0427206235926214,0.194691469961331,-0.104739116403722,0.200693088313969
"SOI-6",0.0222279517398834,0.176987815312866,0.107407827458445,0.0143480056824621,-0.0139896653560078,-0.0358772822198507,-0.0165197538245691,-0.0503963044097811,0.00487317833926543,-0.00238014577449709,0.0378767917241917,-0.046338361496322,-0.0291459133486637,-0.178486330985045,0.0441768522987401,0.161994038836438,0.0377596795324066,0.0316972498291455,0.020863617161811,-0.0843408822267324,-0.119269653583485,-0.0977034499473889,0.023830781899041,-0.0774574772599545,0.00698821868142302,-0.0253727169521011,0.0648009483864704,0.00714579876745818,-0.205419698840922,0.0451575897674805,-0.106076040816708,0.0133142973798694,0.142215712417274,-0.0837180213451345,0.00833570684733084,0.0966271232783742,-0.22394275392806,0.138732599245621,0.049661558840801,0.00531406593856736,0.131295512351534,0.00679326473713353,0.159420365932505,-0.112219032538482,-0.0975542016225594,-0.000910782785467786,0.155256174471221,0.219362983284508,0.119008823697013,-0.0333931501420396,0.0438714371312374,-0.127877820710575
"SOI-7",0.0146867818243426,0.170128835767179,0.141543007767894,0.0890960748832607,-0.0623503794492423,-0.105083009403724,0.063984001984181,-0.0627084534190145,-0.0380179281738679,0.0270610617162511,-0.0885890064180902,-0.0313310716397343,-0.201657089592032,0.0832346068981088,-0.0126292169700555,-0.0487268909687946,0.0375380895248798,0.00898831854400209,0.124000220769856,0.0731604671223,0.0427410619175943,0.131934193554983,0.179378331810641,0.113469971799215,0.127934938842961,0.0522631344916927,-0.0877515607518745,0.109478625426167,-0.151485771165692,0.0825113715525643,0.249468880825881,0.114313573464347,-0.0793850031450806,-0.0177715335716905,0.169856801368068,-0.0577638099577062,-0.0800232414225358,-0.0824495730619586,0.117129723816137,-0.10900592098077,-0.025346502170466,0.030772122719657,0.0430948784959456,-0.0765216503777432,-0.0962608253389344,0.019868784060984,-0.033718458844731,-0.0172134834485319,-0.0885550497175243,-0.00116388549506399,0.00344980960723747,-0.199288112077749
"SOI-8",0.00412188192478992,0.192052077536088,0.158060494418916,0.0712365288721674,0.029961491339086,0.0114532145368907,0.0419558400388466,-0.0570608534271781,0.180554378652714,0.167944565401093,0.0974555354024389,0.0858733998229309,-0.127199887792169,0.0495303479463674,0.0698320801758936,0.244568110899622,0.041309164858797,-0.12182031012176,-0.178291375950422,0.0217406652139172,0.102724456281711,-0.166061362211793,0.105892950441689,0.107951018297951,-0.0856396842248517,-0.282751272538749,0.0824799596580271,-0.0609727202398969,0.0770182599425619,-0.0278189324081945,0.0141788615400479,0.0203737084124619,0.098989844212095,0.0610386919493848,-0.0094439191847315,-0.0129536404831512,0.0538041375408544,-0.0130542006882604,-0.0437536584961403,-0.125997267617518,-0.0125918146410879,-0.0247348797986453,-0.0078238419872705,0.0996544420684926,0.165010568598337,0.131752496735633,0.169457188602677,0.00937400278581551,-0.068923332660478,0.0308783420237966,0.168282881872923,-0.0813889961292324
"SOI-9",-0.00899917360526293,0.156083605636219,0.126451377187474,0.0113818971884612,0.0546737812935271,-0.0581596628098912,-0.0333926036258758,0.0030961937003043,-0.107972467144899,0.136947172736303,-0.166822716640347,0.0957052643980758,-0.0761184510792274,0.0901890690255756,-0.00049371200711305,-0.110911099245113,-0.094960940777295,0.074165587721944,0.0269019930174627,-0.126209567963648,0.136083709543072,0.0647978498215381,0.0019886380623644,0.114915148948015,-0.161387920605924,0.0686175035211359,0.110116800752856,0.070713400074356,-0.0985174974389091,-0.124556616090964,-0.127704030928795,0.143037334311015,0.0452477783706619,0.0238800179269681,0.0129098816315956,0.0381753873843458,-0.0824165320385506,0.0494944029097317,0.0972701649843979,0.0255554037554251,-0.0610030137924138,-0.0036856169801104,0.0598451404855637,0.151062319212375,-0.0206731563906908,-0.0120052839541903,-0.0194960699149736,0.0121806632339175,0.053582630159631,-0.0847270208805451,-0.168495168433582,0.0688436051276867
"SOI-10",-0.000914188110102068,0.110257397193133,0.0594099806026949,0.0151079916903471,0.00972503527875083,-0.104368091746179,-0.035844963684603,0.0283822375058694,-0.0335822755029855,-0.0528373143638497,-0.122613268913591,0.118618332746727,0.011745108110766,0.10409184367546,0.0645970823961852,0.0294622487551422,-0.0173866646618172,-0.0239624840454335,0.135320494228772,-0.0943987880148696,0.0149401412491399,-0.080805374967281,-0.140911594334325,-0.0243699744231311,-0.0510820488037472,0.038108085551694,-0.0340950598276214,0.00371430030963159,0.208551282248253,-0.093059965443422,0.0613950860261926,-0.0674639277351164,-0.0452843613430842,0.0888830929962563,-0.062554674888044,0.0161160350947786,0.0056246712810878,-0.0762344531763452,0.0136692816762304,-0.0910332181623096,0.0182921678085942,-0.148966289598685,-0.0440507608633996,-0.0786145572808689,0.018067228759245,0.0364361343966983,0.0401413546933014,0.162673414599305,0.112881156463507,-0.131068581049046,-0.0973478734067009,-0.252580745599757
"SOI-11",-0.0228430223929642,0.0207441038869091,0.00471255041812735,-0.0313868105915196,-0.0374652083126477,-0.0469913781570887,0.0358996464125243,-0.00411360164861544,-0.126691314617256,-0.110885503817137,-0.0735737484039524,0.0641303070141834,0.12427169432898,0.121075734471982,0.070842083601003,0.124743906482018,0.0737091671318646,-0.0201453163286675,0.0681176969501913,-0.0834256166191656,-0.0876466929905114,-0.0567776239182875,-0.245397126954157,-0.0426303400193861,-0.0721030762593827,-0.0321501400886454,-0.011198298405408,-0.0182514254573515,-0.119560076928373,0.0396813145855017,-0.131052753494988,0.107345063489856,-0.0394736829811519,-0.0376186140761415,-0.00152872079439517,0.000687739178392383,0.0848587471684275,0.0968259426883004,-0.140578818783063,0.116411535048816,-0.124552751916689,0.0601966355574346,-0.0320495747003703,0.13530049120069,0.0524037443939404,0.0840029723387056,-0.0959312875759105,0.0648824870518759,0.155474243000224,0.0432117754712703,-0.084445792656242,-0.0241101022891206
"SOI-12",-0.024621707323333,0.0233400981414954,-0.0139553545920921,-0.0135131953867099,0.0494288749771841,-0.0330743711602784,-0.0135592499696792,0.0259997891863415,-0.173640566349531,-0.0952983240241125,-0.180974464541284,-0.0161232224083546,0.0796136252265738,0.102910096543212,0.00491695891915215,0.0558882256922084,0.0470818667866045,-0.0323915694935686,0.00123086793288252,-0.0225470674560065,0.0332552503067259,-0.0420613693871187,-0.034600962775149,-0.0174993588508499,0.148244296068399,-0.0250573704621355,0.0762515828146724,-0.0792483618564348,-0.0953674782268511,0.038685276061753,0.159358259168974,0.0142351489872658,-0.019176971382553,0.106537896454765,-0.0343476987172582,-0.00970149951970001,0.0181316170122603,0.00520792912249995,-0.15582985946835,0.120893864872449,0.137464077055937,-0.0899851180881782,-0.104949300089752,0.000593148298706422,-0.127247732473884,0.00553795597262723,-0.0849944768341431,0.00808499257054504,-0.11895247441734,0.106175689517281,-0.153556980414193,-0.0360656597062983
"PDO-1",0.0263070427954874,-0.136741885568382,0.0348191260484378,0.0631850972478929,-0.00124189594226,-0.127514717612022,0.0495164881591816,-0.162237222420269,0.00456183923063047,0.100474737556086,-0.119446171033732,0.0301763230183737,0.0607547431994893,-0.0954036371347054,-0.0803106503761697,0.101030409426449,0.0987566920061571,0.0371974954682204,-0.0704052039067729,-0.0228262094522968,0.018131134038036,-0.0936069101533466,0.0693339515692817,-0.108781818263525,-0.00118151473396914,-0.00119798386180475,0.0724921846950587,0.13662570197606,-0.144400065350821,0.0392223030416109,-0.0650476550892343,-0.0112698576910136,0.000780813811143563,-0.0665015819421026,-0.0775552558869285,0.030351281802584,0.0284919566683196,0.0822532069722546,0.059710536495544,0.00506328580321206,-0.0567331020415604,-0.0544539417666783,-0.0803906915989773,-0.120234536841316,-0.0139306569228503,0.25214888702995,-0.0746201969004609,0.000650127147548376,-0.0210862077231112,-0.0129619464578414,0.035285072754077,0.000430658612851186
"PDO-2",0.0166376557718487,-0.137953121693849,-0.00779395487913994,0.0133208469146796,0.00329252976774541,-0.0755415090137116,0.0218086985375632,-0.0895913974125546,0.0115574657350676,0.103732524633534,-0.114995052486193,0.0472875586707186,-0.0101488176034558,-0.0638633955478028,-0.0329775943679229,0.187829632367229,0.0754180921836785,0.0725299366641705,0.00599751670609947,0.118530992019121,-0.117216917881722,0.0981096182697847,0.058461104387119,-0.150575164862362,-0.0254886021920749,-0.0483500650997952,0.0288971047113712,0.10914541368411,-0.019338234681185,-0.0470440033567832,0.000147355531885778,-0.0196100516762429,0.00345815907947201,0.0413098796509075,-0.0902139905503861,-0.0220275740148469,-0.204770326084331,0.0484280584431276,-0.0677431949306499,-0.125766456130149,0.00112131153944636,0.0572783920900741,-0.096102139102293,0.00446434513209543,0.0320382041266166,-0.141656514924032,-0.104545280772566,-0.0653968199121781,0.0425793132318579,0.017623462843118,-0.135074492777473,0.153230024558515
