"distance","diffelev","sddiffelev","crowdist","sdcrowdist","diffpole","sddiffpole","planted","note"
873,105.062976050934,656.354930666317,0.10805523595783,0.282862987739341,0.0044500625091795,0.0454523790536464,0.0104015288052861,"shifted"
874,107.045160612769,658.075238639023,0.102712487197841,0.158116605194274,0.00427008315249444,0.0454630413259932,0.0103464077152109,"shifted"
875,108.886965585157,658.780225843853,0.104202026721723,0.164854788624373,0.00414698678695921,0.0454194270204215,0.0102875183750014,"shifted"
876,108.258512499271,658.534974686843,0.105578683198862,0.247018481073359,0.00426407073267137,0.0453713454728772,0.0103255742948756,"shifted"
877,108.928395998997,658.477698210954,0.102842853939297,0.16008041628489,0.00416135261234563,0.0453821170403334,0.0103160014098107,"shifted"
878,109.144585939238,659.865883613074,0.104661871712126,0.237232085371179,0.00436058074808853,0.0453274049546445,0.0102737393489696,"shifted"
879,108.30874195569,658.933562953956,0.104793373371549,0.195765765138347,0.00449014665123395,0.0451605068058828,0.0102820517100096,"shifted"
880,108.647488379475,659.665172112406,0.103587881538814,0.202332667232328,0.004399747698923,0.0451750283065072,0.0102613217887526,"shifted"
881,111.328654942173,659.623730490544,0.102647747843425,0.156451700611609,0.00432392577954336,0.0451195850978655,0.0102229508984931,"shifted"
882,111.718921033788,660.708673335953,0.102600933369181,0.161276521163434,0.00429044177174912,0.0450336974774211,0.0101836497192921,"shifted"
883,109.807201147275,659.775827733942,0.106753774609211,0.211252398951004,0.00416981935889157,0.0450083552243013,0.0101397916562724,"shifted"
884,109.307573351583,656.43407327979,0.1027408212889,0.161351724750084,0.00416570490314213,0.0451034155753761,0.0100621778993103,"shifted"
885,106.377477454377,654.047113003806,0.111810762377108,0.328202029100274,0.00429264574015747,0.0451304633668757,0.010102278020274,"shifted"
886,106.967580436633,656.885535248378,0.104417779363568,0.272060782088964,0.00441692571281398,0.0451598924673239,0.0100867069575895,"shifted"
887,107.740996842089,656.452824498087,0.10225160117897,0.157651651894867,0.00438301833842745,0.0451805911079622,0.0101064399671654,"shifted"
888,109.254218453134,658.465244112449,0.102102795663289,0.15851785528727,0.00421517602960488,0.0452122155392493,0.0100790394208531,"shifted"
889,106.586055691855,654.754625069067,0.107255477362071,0.329695966269014,0.00418459799481372,0.0452067028267181,0.0100597884538432,"shifted"
890,108.298664830431,657.244246000783,0.109009800138008,0.283563926657947,0.00438775651832252,0.0451549775144372,0.0100507426387994,"shifted"
891,108.169966158765,656.650904364242,0.102458339433972,0.160350192627835,0.00440284951945279,0.0451238582949238,0.0100683844805976,"shifted"
892,108.466771938308,657.535008780084,0.102146438038524,0.164826257068048,0.00447683842267955,0.0451326098881083,0.0100768821387486,"shifted"
893,109.404651029115,657.556646549945,0.103209334859163,0.209699578361616,0.00458974382132945,0.0451635180893677,0.0100534517448569,"shifted"
894,109.896817990572,658.379254386677,0.104421400788327,0.192835820912083,0.00472106537053648,0.0451305975472913,0.0100469666978,"shifted"
895,109.562838888374,657.370761403118,0.102583912325485,0.165637489222202,0.00476820556147188,0.0450616240863341,0.0100424334900423,"shifted"
896,110.138211306057,657.337274460557,0.102942396029258,0.157303976085747,0.00465096994820325,0.0450711163982649,0.0100488676710094,"shifted"
897,110.891662129261,657.708541431319,0.102614491384785,0.159297300634335,0.00449352514698318,0.045134460113618,0.0100269927875186,"shifted"
898,110.649105960618,657.189306628544,0.102105784643407,0.157099450750157,0.00450956926994486,0.0451333043279547,0.0100216011253363,"shifted"
899,108.833352758624,655.720722965413,0.102828733894012,0.158701391495684,0.0043468572381301,0.0451661957740015,0.010000800412066,"shifted"
900,110.781320096366,657.16311366782,0.102699193358294,0.161829199159553,0.00434548103825274,0.0451530948903291,0.00999532411685176,"shifted"
901,110.424244159204,656.593929791269,0.102151782386736,0.15618311709956,0.00451780263937889,0.0451655922509957,0.0099825119039519,"shifted"
902,110.949044834623,657.321530516523,0.103952489774189,0.176120424718854,0.00458534915640617,0.0451307970345232,0.00998516032233526,"shifted"
903,109.69915963649,656.046953772943,0.101450839105149,0.177276420187806,0.00470781169355279,0.0451485628949443,0.00998647908264033,"shifted"
904,112.175190833413,654.441973977856,0.101175699226765,0.154237195615769,0.00463166990067935,0.0451781068777133,0.00998212707109509,"shifted"
905,109.927641534604,652.658245319934,0.102156592536712,0.16066232796708,0.00464506359074579,0.0452497966873824,0.00997666423051991,"shifted"
906,110.184278170704,654.023513699898,0.101285226965284,0.155448939781171,0.00469787013771488,0.0452715074075421,0.00995164800463948,"shifted"
907,109.934286124476,653.437376603227,0.101752045138394,0.166993282711216,0.00467148558564181,0.0452723980823961,0.00996969027892673,"shifted"
908,110.927346192818,655.686274956715,0.101777190108245,0.157248592824243,0.00471512230922594,0.0452592333183434,0.0099291937840073,"shifted"
909,107.86231691184,651.289151655134,0.100943227206666,0.155760230916645,0.004815618989802,0.0452155887699287,0.00991177905400881,"shifted"
910,108.190509814138,651.081672257892,0.104115537787949,0.176289529864617,0.00477786604404402,0.0451686393542697,0.00989582601557538,"shifted"
911,110.577858732826,654.458723399717,0.104733798633223,0.278256708131693,0.00468364611711371,0.045203824737324,0.00981544670335806,"shifted"
912,110.005719528952,656.423452341686,0.116505771300294,0.479843917203215,0.00495386122367418,0.0450950388906447,0.0097890377500053,"shifted"
913,110.487410867487,654.561880506426,0.101042847998319,0.155813151235751,0.00487443968030506,0.0450941133484963,0.00984299721950867,"shifted"
914,113.360753466841,655.937238824429,0.100725217372013,0.156524172798066,0.00491726394567786,0.0451979251172316,0.00979258649016469,"shifted"
915,113.616232515429,656.513428015478,0.102959751015092,0.187115912621463,0.00473760761207305,0.0451766964480954,0.00978148114503934,"shifted"
916,114.531472405976,655.016508690831,0.100535066348997,0.158631714696413,0.00479167338594261,0.0451150524607657,0.00976361134584152,"shifted"
917,113.559305197457,654.923640715243,0.105607768834662,0.271564094114001,0.0047413312882388,0.0450325337672832,0.00970266557469744,"shifted"
918,115.089487684364,655.923672057046,0.10485450235503,0.209333600135038,0.00477192092717333,0.0449643665351592,0.00973297145477152,"shifted"
919,115.922303142315,655.916707773185,0.103359311349881,0.247652931251146,0.00460452316353667,0.0449390919488437,0.00972790851586395,"shifted"
920,116.355831691626,656.914437170346,0.0998229672983859,0.158993182748428,0.00459572903447936,0.0449289403953189,0.00972454982039778,"shifted"
921,115.523702917563,656.390688689704,0.101911297903667,0.176765661824436,0.00463524328305012,0.044930997573413,0.00973897055913659,"shifted"
922,115.642893462869,657.050730187949,0.0994839222006991,0.155558643890157,0.00463798633030079,0.0449286440347721,0.00974198871564956,"shifted"
923,115.112664137281,656.894965192339,0.104326809417253,0.295598767799025,0.00461944844335612,0.0449173742696058,0.00973631519217289,"shifted"
924,110.905659626991,651.587226646985,0.100179032568005,0.156191255632713,0.00459946104639338,0.0449298568781657,0.00973119060562268,"shifted"
925,108.925841320278,649.916824539167,0.099628815762116,0.15713583638576,0.00470248443265137,0.0449310022382639,0.00968542960658032,"shifted"
926,106.149379912283,646.958679138116,0.100062299600066,0.177067741401151,0.00476154200449363,0.0448990087416731,0.00966037506162303,"shifted"
927,107.624750113863,649.617110747611,0.100018088971131,0.158421488794743,0.00478054776862856,0.0448616418552905,0.00967128027395154,"shifted"
928,109.585823843924,650.581636047799,0.100008129460354,0.163095275511224,0.00476576616767927,0.0448441883761941,0.00969041897106526,"shifted"
929,110.591849214251,651.519129262525,0.10022940338639,0.191650933568864,0.00470339427195355,0.0448266026472982,0.00968126720983468,"shifted"
930,111.358021497518,652.181663285382,0.0991942678060066,0.15439632050274,0.00474208121877105,0.0448100741605004,0.00969781161556904,"shifted"
931,111.552844826819,652.379555038842,0.0996779897324137,0.159035781929419,0.00473309666420516,0.0448235582023175,0.00969828281072839,"shifted"
932,110.423595167591,649.676739719274,0.0992636834394719,0.15463286628736,0.00478608146763814,0.0448544801534103,0.00968153091060217,"shifted"
933,104.792434420217,642.144609185151,0.100123919644745,0.160111724745052,0.00476335438181949,0.0448814761253681,0.00964776071326536,"shifted"
934,108.279604030559,646.607193545392,0.101327778027098,0.210745693324429,0.00498229079467045,0.0448120619029081,0.00963139381398426,"shifted"
935,108.920502159401,647.07884596102,0.104523513896352,0.235652397253078,0.00490493114490832,0.0448527757264073,0.00963914164983054,"shifted"
936,110.612949966487,649.557878625862,0.0999868969985081,0.155159218166419,0.00494587588584568,0.0448872708036206,0.00959864759803306,"shifted"
937,110.237154675427,650.525478692033,0.109073211344534,0.39183894315888,0.0048915366892009,0.0449624416138111,0.00956122407646273,"shifted"
938,111.044828734745,651.091737261266,0.0995684492865831,0.155562336423513,0.00486200813844146,0.0450123948979275,0.00958444845349594,"shifted"
939,111.340642941999,651.18543217156,0.0999037700903003,0.16926733454126,0.00471901163239135,0.0450507817142943,0.00957791417455051,"shifted"
940,111.628577492339,653.007744576101,0.105156248953923,0.291229004385427,0.00457869951635292,0.0451099144648723,0.00953963210623367,"shifted"
941,110.559732727114,652.675509065782,0.0993078405143433,0.156715826950663,0.00446232203551454,0.045154104604179,0.00951419826375298,"shifted"
942,111.392302506564,652.960556314415,0.0997580057870931,0.186470756292813,0.00450684087484642,0.0451407591283162,0.00952387568993507,"shifted"
943,111.048692346526,652.699849666217,0.0992589171690838,0.156540036887336,0.00461436183719863,0.0451419847980411,0.00953336940707437,"shifted"
944,112.342828983588,654.098665295004,0.0992851883771286,0.157876599262457,0.00472452432827051,0.0451332759098768,0.00951350355674264,"shifted"
945,113.361344634137,653.758055015828,0.10093152991,0.165722679418037,0.00460759392476159,0.0451600965437841,0.0094997772834974,"shifted"
946,114.320198888568,655.096026217143,0.101700480234305,0.198432760712204,0.00465629092346263,0.0452140783742905,0.00947324850394001,"shifted"
947,109.368071251749,647.143104461722,0.103177958918081,0.228107566289603,0.00474165835931404,0.0452549096180472,0.00947191383388389,"shifted"
948,113.460684049438,648.599954275111,0.0989409143127975,0.155268344697223,0.00477687245138511,0.0452105883828592,0.00948561282191458,"shifted"
949,112.543385293764,648.311074727285,0.100776537243952,0.217533379657112,0.00492384900206466,0.0451983073702667,0.0094655624573074,"shifted"
950,109.985393280034,646.458296822694,0.101226094335032,0.232113762593867,0.00483500407828863,0.0453291319845713,0.00938263157101998,"shifted"
951,109.673212010741,647.39642407275,0.099156470299902,0.154730960450679,0.00491516280247856,0.0453976364567271,0.00931489392978138,"shifted"
952,111.201960694423,648.874682194943,0.0997734019095712,0.156398014102552,0.00489279380124061,0.0453386879096363,0.00928165700541564,"shifted"
953,111.925754342295,648.716018025176,0.0989371889743029,0.155354901750773,0.00484405245589537,0.0451467041727931,0.00929425133245852,"shifted"
954,111.861941985335,649.991201436825,0.102737517074595,0.167573665609695,0.00489148194529982,0.0451124748024801,0.00929289374176453,"shifted"
955,111.640133874904,652.064622464457,0.0988177149757741,0.157022596843185,0.0047984223112833,0.0451945902931759,0.0092106937359487,"shifted"
956,112.72581881882,651.955062628371,0.101314917957668,0.168149420326728,0.00473844697502626,0.0451672285694031,0.00923961750852799,"shifted"
957,113.212407179834,651.532379168871,0.0984461165225117,0.155042591743267,0.00472420168489653,0.0451590509459283,0.00925108959970838,"shifted"
958,115.126479883344,654.726825291792,0.0996732217143787,0.156753851160515,0.00432431654976983,0.045182290910755,0.00919157687293885,"shifted"
959,116.222419337833,655.223739761033,0.100334909312968,0.159990748701371,0.00440374834100186,0.0452493762382059,0.00916134136978182,"shifted"
960,119.976528703119,657.488122461593,0.104369288184171,0.291774994881547,0.0041368027880892,0.0452740475754853,0.00904782944164842,"shifted"
961,119.784682735315,657.024279023557,0.112736023078635,0.365991761926294,0.00412524278629823,0.0452862083694507,0.00905115580106039,"shifted"
962,120.166514010729,655.67297076142,0.100739894907904,0.218007891945855,0.004193904825551,0.045291271809273,0.00906840356822775,"shifted"
963,119.521359720585,655.258013919438,0.0989249469498852,0.15802073089967,0.00429992128235946,0.0452113352036006,0.009095588867656,"shifted"
964,121.023194531867,656.457825951381,0.0994374218855113,0.157425534727476,0.00445755307553041,0.0451880378240997,0.00906653526682198,"shifted"
965,120.289025668854,656.332880738579,0.0997268635857352,0.15725549141218,0.00437619213690497,0.0452128125262788,0.00904663798804628,"shifted"
966,121.959417953385,658.300841714405,0.101618766543119,0.172527565924562,0.00445273013832839,0.0451590632979118,0.00901350735519691,"shifted"
967,121.427470852165,656.56868181469,0.0993915395354793,0.155955677374744,0.00442622960074569,0.0451138464861386,0.00905177269434197,"shifted"
968,121.36080800345,657.222216062133,0.0992121029105693,0.156302256624185,0.00450831591892926,0.0451112014323439,0.00906000164329468,"shifted"
969,123.515263163755,657.634644340517,0.102661695913679,0.27354032902212,0.00470722245926281,0.0451398129106226,0.00899139602081847,"shifted"
970,123.131038903983,658.481244592034,0.102139013824502,0.193064266550486,0.00454406399777636,0.045139095544931,0.00901073501402058,"shifted"
971,123.645172113298,658.489422012451,0.100009128064278,0.19361885084866,0.00440508666891386,0.0451744690068254,0.00898867563609283,"shifted"
972,123.169420447128,660.735339594827,0.100573281369321,0.203562744750423,0.00446073656446915,0.0451940262454721,0.00895519797578109,"shifted"
973,122.53221548838,659.917063094024,0.106714184092589,0.313772654346625,0.00451882072088779,0.0451781076086762,0.00895951936483931,"shifted"
974,123.246729670002,660.599090772918,0.0993616707117305,0.180175063875334,0.00435252372511541,0.0451411728310616,0.00896243371259193,"shifted"
975,122.254226279023,659.539167676804,0.0981271096990718,0.155542624566008,0.00437545024609687,0.0451404645683237,0.00896690211048985,"shifted"
976,123.335414785576,661.248652361089,0.0993861866305374,0.173844597002616,0.00414072275250244,0.0451206270258859,0.00893765242091254,"shifted"
977,124.765827432976,661.44510013665,0.10042310975291,0.210970263538759,0.00438283952411111,0.0450597178291284,0.00890851992198917,"shifted"
978,125.544323974617,661.421173741437,0.103197529613317,0.252179802766117,0.00445638662426972,0.0449930258731759,0.00892732929338425,"shifted"
979,124.953042271489,661.058767741132,0.0981843839563351,0.15654169250689,0.00452478608299916,0.045030185447051,0.00892398682368634,"shifted"
980,125.445990220693,661.57631219357,0.0985269170280962,0.155128655563976,0.00441918267562309,0.0450092894424026,0.00893447407358682,"shifted"
981,127.962603829666,657.973808452379,0.0988618927732351,0.157357580188136,0.00442499403054337,0.0450812825934073,0.00886146212964849,"shifted"
982,126.570766600691,657.037459913793,0.100306748332243,0.166371629816799,0.00447324870962382,0.0450247488750801,0.00886634741552551,"shifted"
983,127.013857281538,659.200591969812,0.0993393889904884,0.160229932275348,0.004351356656435,0.0449923598261836,0.0088385064584728,"shifted"
984,127.155875587649,660.525262609813,0.100936777453725,0.216361403857869,0.00425995281739952,0.0449212333162277,0.00883955803792897,"shifted"
985,127.369608116658,660.029283902927,0.0985703607290575,0.157821673020371,0.00432204349708236,0.0448960323081688,0.00884572766413999,"shifted"
986,126.376924648619,660.192337260231,0.100577085952714,0.216751061084962,0.00434166127926732,0.0448716320773732,0.00883881082014756,"shifted"
987,122.002921435776,652.544548138819,0.0985434387161679,0.156177355488939,0.00433863416228211,0.0449429792187448,0.00879402099031943,"shifted"
988,119.941758303432,648.181857413863,0.0989187699378949,0.156119309523616,0.00437016157155001,0.0449593413667653,0.00877045572180012,"shifted"
989,122.369727286892,649.946569028629,0.0988778471143852,0.15944126380798,0.00449595719638009,0.0449224774713308,0.00875113573051313,"shifted"
990,122.174801861235,651.608936261615,0.0995503350003471,0.174415518019192,0.00457624158703998,0.0448742102284194,0.00875995774146277,"shifted"
991,122.419901741945,651.208145424376,0.0982262334091227,0.15470162639629,0.00451480738438175,0.0448400265961703,0.00878436331840892,"shifted"
992,121.457851222967,652.113867534022,0.0989863416417496,0.15720794574951,0.00461850452792302,0.0448002590076571,0.00877587899192999,"shifted"
993,123.249171905129,653.764312055629,0.0993915947220515,0.17913696800086,0.00449659085714261,0.044822054297448,0.008730079541517,"shifted"
994,123.982017770669,654.848808442434,0.101359451831103,0.196144911826116,0.00465970015153057,0.0447205168527178,0.00872959102288811,"shifted"
995,124.080655255352,653.548455021405,0.0979085981852541,0.154277582029083,0.00459350172691272,0.0446659596596723,0.00876611186925007,"shifted"
996,123.230583206669,654.241933239761,0.0987986355009653,0.169987900339525,0.0044888319373424,0.0446183421625683,0.00876832367157123,"shifted"
997,123.13081483701,652.732998377805,0.0980357099652618,0.157906332182571,0.00460429739755689,0.044573173087767,0.00876293278245635,"shifted"
998,121.319321486478,650.928239444611,0.101472197214508,0.252944174118033,0.00474367491765306,0.0445186155481934,0.00875390624788832,"shifted"
999,123.550529401358,651.92033644982,0.0984845304721915,0.155380473082557,0.00467758107009821,0.044493122907034,0.00877278927778158,"shifted"
1000,123.311750029057,653.185930417033,0.0981542375163851,0.156008253970054,0.00461033140635324,0.0444865238557896,0.00876759490239455,"shifted"
1001,125.095042794755,652.545247580177,0.0983516354426504,0.154012135940246,0.00452648768875216,0.044476690626353,0.00875136073515108,"shifted"
1002,126.055508710771,653.9296763173,0.0983602142386862,0.1544399851562,0.00450545341852439,0.0445085288799142,0.00873312775904757,"shifted"
1003,127.781390068089,656.610459396124,0.0995215877188226,0.161794626509743,0.00452068341215856,0.0445634786516672,0.00865476724802789,"shifted"
1004,128.469483322902,657.947246909808,0.102135839504057,0.221507529694892,0.00456759805375021,0.044549480469231,0.00864022677812474,"shifted"
1005,129.385539081414,658.064583914616,0.100203533022554,0.163233192402825,0.00453314011317468,0.0445368139031727,0.00862811914378029,"shifted"
1006,128.286914078193,658.890095291367,0.0999575696241208,0.166733412605859,0.00450396227013809,0.0445080419305734,0.00863565020027371,"shifted"
1007,129.002851971834,657.735099181815,0.0985532328335894,0.155224939709476,0.00459490853788025,0.0444539872566707,0.00865496379156164,"shifted"
1008,128.497789343571,658.08621837362,0.0980226669337726,0.153369725369441,0.00464294473327146,0.0444446778060202,0.00865883782046199,"shifted"
1009,129.208929797633,657.287791933345,0.0994286205676081,0.169634074062433,0.00444660172346242,0.0444995025764451,0.00861672961633433,"shifted"
1010,130.064815290681,659.105717586364,0.102433171659009,0.256922852817132,0.00431426990591513,0.0445728864237782,0.00858020974909346,"shifted"
1011,131.089106048078,659.764898154463,0.0986099377056764,0.155808805712153,0.00428885770553742,0.0445886339424659,0.0085559013823245,"shifted"
1012,130.369954569081,660.247058503175,0.0986602607115894,0.153765755650674,0.0042871796599732,0.0445205449621617,0.00856124172473823,"shifted"
1013,131.130962694569,659.692826496572,0.0984141627288099,0.153442118798339,0.00449015479191361,0.0444392089843535,0.00856838918304954,"shifted"
1014,130.457768016336,659.726204609138,0.0990622904337962,0.157089941003641,0.00445320541995719,0.0444244786619573,0.00859072426184017,"shifted"
1015,131.474112937307,659.360999437881,0.0981710604057466,0.153259651134661,0.0044002150998125,0.0444154765322402,0.00858718694546139,"shifted"
1016,128.736355448155,659.555753927522,0.0977730199552654,0.154491035384311,0.00456194921090149,0.0443923910456335,0.00857474536228892,"shifted"
1017,131.771397333185,659.170166043449,0.105232032768864,0.313301720582018,0.00449879384631832,0.0444826839014178,0.00855215843387044,"shifted"
1018,133.086071097227,660.5470790073,0.102082432998209,0.267006560826921,0.00443564543554183,0.0443980246495403,0.00852859204072766,"shifted"
1019,133.153986397067,659.300778875579,0.100596716455161,0.200191281960687,0.00456957642887915,0.0443224936505911,0.00855443397172587,"shifted"
1020,132.600753533497,659.530279728965,0.0974686938228953,0.15227670496267,0.00456531910015946,0.0443228472038936,0.00857024733677095,"shifted"
1021,135.279476841294,660.14477393451,0.0967013254070857,0.154880709584577,0.00463101300511375,0.0444250695649138,0.00852590375958616,"shifted"
1022,136.978676177866,661.900003865027,0.109523997337196,0.408118827375728,0.00461178255710342,0.0445233586224071,0.00848345966797539,"shifted"
1023,138.166311564144,660.928033724535,0.102806475962386,0.215149753983578,0.0046499416886082,0.044479743593142,0.00848572548402512,"shifted"
1024,137.16871922346,662.695161045753,0.0970365471353539,0.152502428404654,0.0046080583839251,0.0445101575131532,0.00846373363262058,"shifted"
1025,137.858295370665,661.722398101039,0.106047317636054,0.300281145741353,0.00457305980707691,0.0444840716585844,0.00847105072933995,"shifted"
1026,136.4967621019,662.072414667577,0.0960530166760834,0.152207569308936,0.00461303817750729,0.0444701043272503,0.00845252801017209,"shifted"
1027,137.800677956565,661.885827392156,0.103027570583645,0.277025897151485,0.00455583833271544,0.0444618327840162,0.00845359568075105,"shifted"
1028,137.237980256488,663.462209558717,0.097504398746819,0.202251055989183,0.00445929369438696,0.0444977312192296,0.0084307469084832,"shifted"
1029,138.333669538138,662.832697759847,0.0976438069656273,0.152938599457296,0.00453377781001671,0.0444894761163818,0.00842332932125735,"shifted"
1030,137.215948947385,663.84783679789,0.0977510044559011,0.179454004552284,0.00457936113151579,0.0445053300015161,0.00841459043265872,"shifted"
1031,138.501521626112,664.222020340857,0.0994454278640522,0.21064285007898,0.00451530592563688,0.0445048465364685,0.00839082673759198,"shifted"
1032,138.356526157901,665.760734908347,0.103407477204847,0.336306767173891,0.00454806263590342,0.0445010233520046,0.00836878823965996,"shifted"
1033,139.432675408769,665.003681820952,0.0985738710033969,0.159982549421367,0.00457024230566493,0.0444905631957915,0.00836925733836077,"shifted"
1034,138.862859826601,665.442850150804,0.101130099231176,0.312535739136937,0.00441422843420871,0.0444797972676289,0.00835350048788459,"shifted"
1035,139.561990441092,663.470299958925,0.0990292820336234,0.173749446433755,0.00449461150704497,0.0444524288478129,0.00835519454679982,"shifted"
1036,138.612559829138,664.313242288053,0.0989869634312813,0.255926475830892,0.00433750474385705,0.0444626427992755,0.00833224763132761,"shifted"
1037,140.826145750686,663.830428722124,0.0978347385731512,0.171205783823149,0.00420316282820861,0.0444639629658884,0.00830859256766773,"shifted"
1038,140.878809770778,665.248674971624,0.0965393223470129,0.181822693055811,0.00436542575437078,0.0444083460137968,0.00830629229143794,"shifted"
1039,141.734566920824,664.121326955121,0.0985327359614509,0.168480206994333,0.00454984570669499,0.0443648664259818,0.00829211263742888,"shifted"
1040,131.068352047349,649.910116550251,0.097393547478657,0.152243853943629,0.00456811240228585,0.0443657938246439,0.00821931614578986,"shifted"
1041,135.139663903746,652.065503326997,0.101004001377328,0.204815177258,0.00460729963931855,0.0443366500489479,0.00822338135388152,"shifted"
1042,135.466352421265,652.916324820318,0.0970583395988808,0.151612033666142,0.00445574759807342,0.0444317365943735,0.00822087616361364,"shifted"
1043,137.599697317344,653.032231684163,0.100581153325734,0.216936563485709,0.0044369044896613,0.0444715607685329,0.00822459883075909,"shifted"
1044,136.636417588889,653.631530504479,0.0990919497869989,0.201750411517095,0.00436947298383156,0.0445146215012128,0.00821247850431782,"shifted"
1045,136.590813624392,652.086701237023,0.10537416894138,0.335663134568052,0.00442134538874539,0.0445309508711797,0.00821656042519866,"shifted"
1046,134.961311702701,651.68768820741,0.0989479283337261,0.256021714708746,0.0045022813796121,0.0445266654325671,0.00822330780628537,"shifted"
1047,137.463861054288,652.421320411534,0.0974148406555161,0.155499654168212,0.00453603931155352,0.0445403679199514,0.00820435267130972,"shifted"
1048,136.109478202625,652.575759716313,0.0960614160384827,0.150202324318693,0.00453474671437982,0.044501165300954,0.00823548844627208,"shifted"
1049,137.621599032461,653.011494650821,0.0969083618274278,0.158263363440189,0.00447846468175351,0.0444905758399209,0.00822271405576122,"shifted"
1050,137.771892880163,654.193482161049,0.102445676472896,0.312646243491546,0.00440617648791589,0.0444593214826304,0.00820901632488641,"shifted"
1051,138.123920723376,650.221174729383,0.101664960845194,0.345467011422055,0.00469008615485153,0.0444995970052958,0.0081590719455831,"shifted"
1052,130.28972406593,639.701897199282,0.099814465548721,0.200052890056014,0.00468231182061539,0.0445559597661402,0.00814001889200311,"shifted"
1053,127.994075862235,635.176342660585,0.0968566097832692,0.155244449883398,0.00470215531767828,0.0446455937994116,0.00810814569862557,"shifted"
1054,127.627429557656,635.711778501361,0.0999118572209549,0.203639109782454,0.00461203594264971,0.04463206307924,0.00812065231032945,"shifted"
1055,129.152009739198,635.940538812961,0.0996776880191369,0.235765421622141,0.00459826709299416,0.0446246148161945,0.0081209574874239,"shifted"
1056,128.324004205482,638.651119496692,0.0983489108352054,0.212885090687718,0.00452578076101783,0.0445779686300655,0.00808681234622313,"shifted"
1057,128.657817986855,638.967185015926,0.0972430164082298,0.151274432132645,0.00448344708285854,0.0445442896762727,0.00807739115471176,"shifted"
1058,130.153402082531,641.583983876367,0.0969634904564674,0.151435304376967,0.00431979764445873,0.0445784654969619,0.008027030602706,"shifted"
1059,132.703158951132,641.849898062996,0.0968517141459324,0.150675954688309,0.00438861137992145,0.0446337620361252,0.0080142586407989,"shifted"
1060,132.116238864603,642.424063717259,0.0977414877456493,0.18086769932204,0.00462897883462308,0.0446017601249018,0.00798901945240174,"shifted"
1061,130.283743294837,640.162397532729,0.0997531210388004,0.259750960635786,0.00471325835131665,0.0446753212215417,0.00796742427193944,"shifted"
1062,129.088057056495,640.576661820025,0.0998075912317845,0.194691892216387,0.00467171490274217,0.0446867231423499,0.00798298191705538,"shifted"
1063,131.325579901108,641.185370251899,0.0964149483145251,0.149574092263349,0.00469378634643608,0.0447064350189665,0.00800536273784218,"shifted"
1064,132.17912387329,642.906368849181,0.0960283004567625,0.156695217864138,0.00470227193915263,0.0447384187371589,0.00799010025590688,"shifted"
1065,131.779825307934,641.068176626967,0.0987597545300807,0.177073958861843,0.00475552012797967,0.0447546625961658,0.00799024924762875,"shifted"
1066,129.188153163119,638.871919011494,0.0985977223533482,0.266795489596,0.00469524182735713,0.0447764649706137,0.00799679277494343,"shifted"
1067,132.351565811456,641.011633134462,0.0975378247248369,0.199680212609596,0.00464031240093102,0.0447731347717422,0.0079905501386507,"shifted"
1068,132.395439014348,642.477795627047,0.0954368016054441,0.14870321493751,0.00459238562902428,0.0447944303363902,0.00797527567788244,"shifted"
1069,133.995751528297,643.354098885183,0.0974094284792727,0.207259852683513,0.00455695215344402,0.0447976652579706,0.00795915451306115,"shifted"
1070,133.827224593426,643.26050758153,0.0965889774287563,0.232647230133464,0.004551989338391,0.044793225680532,0.00797791990695824,"shifted"
1071,135.072213446754,643.800541418072,0.0951750261480422,0.148436395286402,0.00453059571634232,0.0448081369396085,0.00796995736630337,"shifted"
1072,136.631174548424,644.255458284352,0.0951340185000318,0.148102431276296,0.0046895787916243,0.0448068942871245,0.00795363320914878,"shifted"
1073,137.32464070526,645.178818583401,0.0955512847525571,0.147708117031231,0.00481800801246959,0.0448158694979444,0.00793454562520592,"shifted"
1074,137.03732487156,645.259143928566,0.0957243491908918,0.147782212495269,0.00461805840457445,0.044832500120358,0.00793765127031121,"shifted"
1075,137.270089474926,647.096765326776,0.099840054322977,0.281489992681162,0.00466464478930697,0.0448764965677625,0.00788876489814218,"shifted"
1076,136.871895554912,646.765466156439,0.103621650343959,0.427557819252951,0.00461200069736924,0.0448077630933044,0.00790610420815617,"shifted"
1077,137.167532046467,647.099217669572,0.0948552659553211,0.148120537435708,0.00473418025010916,0.0448124260925699,0.00787753528479662,"shifted"
1078,138.56679997126,646.616311267474,0.0959087597901969,0.177564349448665,0.00468930405439658,0.0447985446344636,0.00786540012357783,"shifted"
1079,138.511503860629,646.652968924342,0.0951110911024915,0.149047987477502,0.00471765624746307,0.0447866894313278,0.00788129306030585,"shifted"
1080,139.033242802808,646.743789943873,0.0955573762685643,0.187120588807355,0.00465960707791854,0.0447755940947557,0.00787902344450953,"shifted"
1081,139.588185710224,647.760018078792,0.0969735883413075,0.189647454267705,0.00460852001153322,0.0447860537578798,0.00786065603402886,"shifted"
1082,136.209174216575,644.11974561432,0.0952259898954688,0.15035050153258,0.00463766823909744,0.0447962118046414,0.00783461621580978,"shifted"
1083,138.14862788938,645.913544012592,0.101618745823083,0.342710938745502,0.00449399607452322,0.0447402637392574,0.00782958155154082,"shifted"
1084,138.498577285402,646.25956456426,0.09464342633763,0.146434411780682,0.00447873595491158,0.0447482407291947,0.00784483248811704,"shifted"
