"distance","diffelev","sddiffelev","crowdist","sdcrowdist","diffpole","sddiffpole","planted","note"
118,-70.8342169233666,579.569111539129,0.105699780153938,0.22244162916816,0.00170464205721836,0.0458517168927042,0.0787845502483184,"shifted"
119,-71.2460339296989,585.998553166831,0.100938622946194,0.221616975200945,0.00166476550712987,0.0458432313497396,0.0780410295403761,"shifted"
120,-68.1635835850147,587.77178798289,0.10765429992511,0.315013626076793,0.00157036835161663,0.0460347751280274,0.07677422102214,"shifted"
121,-66.5684310020532,589.776144029756,0.101367892188619,0.20973806202952,0.00132137482580937,0.0460121857658883,0.076433983795115,"shifted"
122,-67.2448317973283,590.284410813663,0.10068758655082,0.162440195773256,0.00150084050123133,0.0460667815594826,0.0758825010931845,"shifted"
123,-68.1203423921219,589.0694085255,0.100474205531765,0.153924521469777,0.00152779521214284,0.0461402323140067,0.0755457851573198,"shifted"
124,-68.1101849882742,589.927248808322,0.105184878219215,0.280133068309006,0.00141248601068164,0.0461998022922154,0.0750692250130566,"shifted"
125,-69.3407690111776,589.030814240621,0.100349534051998,0.148912952414288,0.00131262217619699,0.0461796823340384,0.0744007098441447,"shifted"
126,-71.2154979301518,585.695096844994,0.104469963938456,0.253074985307432,0.00153139225483962,0.0461861631344796,0.0737990371100649,"shifted"
127,-73.8621325579157,586.84141620547,0.101093058131217,0.182391781772121,0.00140951259910684,0.0461268299587198,0.0735158816121672,"shifted"
128,-71.3622471120154,586.959409997112,0.104554895513365,0.227801736595567,0.00155184953516118,0.0461374527589114,0.0728699872205407,"shifted"
129,-72.3937665682616,585.185552156556,0.103760443428519,0.20642684004347,0.00149521248305599,0.0461618691612606,0.0725301152078074,"shifted"
130,-71.3618780827518,587.974133877665,0.103344855408608,0.199819846383351,0.00147113965417684,0.0462434773696759,0.0721047612131551,"shifted"
131,-72.6084654819997,588.50340827363,0.10176643714027,0.155983271892838,0.00154005267720561,0.046229280292279,0.0721168848986509,"shifted"
132,-72.6396344776573,592.752177267493,0.102067582255335,0.15001254641202,0.00172616267222102,0.0463313284426186,0.0714397866428972,"shifted"
133,-71.912897968368,594.760980386696,0.10000154168917,0.149121994680349,0.00148608327346432,0.0463436347407694,0.0708398928810585,"shifted"
134,-70.2325165460071,595.51608751878,0.101456147948235,0.149858557984965,0.00148087831823852,0.0463706370014138,0.0705103864274463,"shifted"
135,-73.6457034551475,590.088019737065,0.100785128215064,0.169623934829201,0.0014110411341347,0.0464115185294074,0.0699480546674468,"shifted"
136,-69.9790533515641,595.416492311612,0.105666620905203,0.251228242877957,0.00149358398554567,0.0464269371302685,0.0691015144399913,"shifted"
137,-69.1399722177752,595.219795170636,0.105254273528514,0.281123895591127,0.00174419905759411,0.0462174961029828,0.06904581790542,"shifted"
138,-70.7325183158113,599.669515170811,0.104966193695597,0.244450532004071,0.0019203653773926,0.0462310624540313,0.0682787348510382,"shifted"
139,-69.7711457249769,600.136305257176,0.103691319210511,0.207855642208062,0.00166165690809705,0.0463365526844783,0.0676373672291766,"shifted"
140,-68.3442025470957,604.285365101466,0.102421491095115,0.214015874855116,0.00173421498584464,0.0463139790241585,0.0670433160666748,"shifted"
141,-67.6558961995178,601.288866398901,0.10259081603176,0.204755496177499,0.00165828582369022,0.046348875668507,0.0669302765559024,"shifted"
142,-69.1487049315207,602.798173557549,0.103255796521324,0.209831051980259,0.0018699740151519,0.0464005161207138,0.0665102729561665,"shifted"
143,-70.7810920103151,594.519047153478,0.103709557913808,0.263584595474255,0.00153697100236006,0.0462618479848462,0.0662789089287622,"shifted"
144,-70.2483426500405,599.092120884295,0.101695047663686,0.211321961746973,0.00131859764781732,0.046212450932717,0.0657535007482571,"shifted"
145,-65.452233573498,593.739311316062,0.0991834377951942,0.152953261370674,0.00105548678795008,0.0461351927695202,0.0652533192987124,"shifted"
146,-65.2762945981713,602.088258478063,0.0989962791687202,0.172748661740664,0.00107143335315853,0.0461230035613935,0.0649876937442046,"shifted"
147,-66.0547033134584,596.449224997457,0.100549197263393,0.222807055984281,0.00103069514441602,0.046188556024091,0.064440877484409,"shifted"
148,-70.7746533276925,599.435146286402,0.106639392481485,0.337851538414848,0.00114653824698254,0.0461940145832964,0.0638982838079891,"shifted"
149,-66.5391204455739,596.991316230625,0.104230610152087,0.282862276728105,0.00111165976473888,0.0461362944185695,0.0633688838128701,"shifted"
150,-67.5741367565097,603.664238979397,0.103128972486696,0.25644595229075,0.00164485072902987,0.0461246649073413,0.0630562091256321,"shifted"
151,-66.2517831038897,602.244538737825,0.0986754268294983,0.140702192032721,0.00144585378367659,0.0461787463789071,0.0625628395722368,"shifted"
152,-65.5029074451009,608.183437900753,0.102266905775451,0.219766975943167,0.00138744457618481,0.0462723505121628,0.0621384477002014,"shifted"
153,-60.7262276547271,602.986415460374,0.106699065913366,0.338102158901134,0.00124999188116277,0.0462783836323632,0.0618252911180803,"shifted"
154,-55.6698256798671,603.442675873858,0.102219281465317,0.209381500884417,0.00130700334123999,0.0462758138462899,0.0616140174518133,"shifted"
155,-52.9512444874232,601.806908335877,0.0991984480453203,0.146951112128548,0.001337645398852,0.0462587593243192,0.06142140007449,"shifted"
156,-52.8340326558322,605.664576865007,0.100287536184607,0.216930773606919,0.00111050553453262,0.0462290224293211,0.0612501544129627,"shifted"
157,-55.0556041528234,605.217033518362,0.104126027997314,0.261201200276111,0.00138038055526415,0.0461170450404612,0.0611099246677201,"shifted"
158,-57.4885993669046,607.69850895581,0.105860075187531,0.329418764330795,0.00147361077327489,0.0460688505343459,0.0609738807952945,"shifted"
159,-54.3493324734516,607.402638017067,0.10256281540304,0.27329527777606,0.00141966910915047,0.0459590251295681,0.0609658728543899,"shifted"
160,-56.8712229057379,608.937549585772,0.0991750853884445,0.160332068253485,0.00161620932107759,0.045983890401049,0.0608698585152045,"shifted"
161,-56.7092808595149,607.980089221179,0.101639579810313,0.223563649171806,0.00156732291362997,0.0459171427465563,0.0600246735997065,"shifted"
162,-55.6292081050015,612.079994347534,0.100922058781894,0.192396270883083,0.0017658683323525,0.0458620619274904,0.0597731249728792,"shifted"
163,-51.1137044065567,609.530050078551,0.101901938447806,0.23497206232887,0.00159497672869213,0.0458005963840553,0.0592149943490856,"shifted"
164,-52.74941598864,615.277252531228,0.106194840408543,0.35317949574301,0.00160798224674078,0.0458911517380803,0.0585136830734861,"shifted"
165,-54.3700907158354,610.57521644808,0.103657567211863,0.215952730509982,0.00131055539945028,0.0458469336841128,0.0582840092044654,"shifted"
166,-52.9432791551015,612.829335134245,0.104148695084521,0.280291567411104,0.00121332029750278,0.0458615486044371,0.05811851370565,"shifted"
167,-52.2347528018597,612.9663519438,0.0973610183931936,0.188390128793663,0.00111678522731781,0.0458442117854764,0.0578496006498591,"shifted"
168,-53.5681786741034,615.405909723579,0.100969734089653,0.267806515839887,0.00129078012030325,0.0458951327883188,0.0574850366581673,"shifted"
169,-52.7959353449263,615.922472461472,0.104122113547466,0.325600425066764,0.00121764684023707,0.0459408918021365,0.0571281956573653,"shifted"
170,-54.1887189933664,616.942557334605,0.0995839161881165,0.232139551352335,0.00154832512139532,0.0459610286595256,0.0565517216394525,"shifted"
171,-52.9013560344541,612.689163699134,0.107565652228622,0.382710619746258,0.00157326798213816,0.0459729588265695,0.0560886492223017,"shifted"
172,-53.2531395951857,614.303546792056,0.101000190395686,0.24995222588742,0.00160119283012137,0.0459702947476211,0.056147050739597,"shifted"
173,-50.2111128582552,614.444566190684,0.10407835329901,0.325216609281083,0.00148512647457966,0.0460500620383975,0.0558154035966828,"shifted"
174,-52.3758567306181,617.471892637904,0.098105907834447,0.136450314472405,0.0014896213336374,0.0460057232075723,0.0556881019993186,"shifted"
175,-50.175910391858,617.566883510681,0.0979753063826924,0.167259548501598,0.00135535211401004,0.0459736606043788,0.0554813056534469,"shifted"
176,-50.7191211313744,616.63782457713,0.0976131314593618,0.141465500668979,0.00146713626449784,0.0459616453402568,0.0554291398167325,"shifted"
177,-47.305394546427,612.321278520451,0.0997795586420535,0.173570297258472,0.00130252483735595,0.0459623544563226,0.0549696165531329,"shifted"
178,-49.195300347242,615.427364116983,0.0985275183064728,0.143726259985229,0.00144573281823472,0.0458771747875928,0.0548743203575953,"shifted"
179,-48.387992151315,617.01405342577,0.100081204250207,0.203115894126718,0.00125157904837964,0.0459049473458901,0.0544269184369674,"shifted"
180,-51.7094103958031,615.91735308535,0.100473812774716,0.179460130965593,0.00120210562710745,0.0458539175996777,0.0543059062835943,"shifted"
181,-46.7100032138245,611.440155637161,0.0987023837511661,0.155053539073757,0.00121322569868053,0.045868277278842,0.0536811896383779,"shifted"
182,-46.03943509042,615.510262073428,0.0994892073535735,0.169214392461658,0.00129205607544851,0.0458510293960649,0.0532108279189258,"shifted"
183,-40.8388145019184,615.695883871023,0.0987452652134984,0.158766385979833,0.00113798691566483,0.045828352319452,0.0529462137655811,"shifted"
184,-44.1898565916145,615.036963982525,0.102793284580658,0.248921182257528,0.00144748892819337,0.0458313816048805,0.0529520765271661,"shifted"
185,-40.2463671382992,617.811053446641,0.0958688585418085,0.206309647899709,0.00132241729811501,0.045835532878718,0.0526307197166084,"shifted"
186,-42.8459134496903,620.075199291676,0.0976596124461528,0.196817890369224,0.001358753377911,0.0458567718449778,0.0523921728334731,"shifted"
187,-41.7046418088696,619.844483691209,0.100489437485055,0.263487402116621,0.00125411596104537,0.0459660617333339,0.0518766064367325,"shifted"
188,-38.3441499888882,620.527331353079,0.0971974086366399,0.154764390316726,0.0012349201032299,0.04585202664796,0.0518034178378843,"shifted"
189,-39.524786620752,622.563952115513,0.0950998281023166,0.128126449647051,0.00147724279340892,0.0458970338423663,0.0513421312122436,"shifted"
190,-40.3406039982048,621.794017529834,0.0978377265145634,0.226642177082286,0.00168106369112859,0.0458394331280032,0.0504467013506064,"shifted"
191,-39.5851902138011,620.991146007159,0.0997910561522263,0.234055948923929,0.00170111205017922,0.0457670103344531,0.0506972826499338,"shifted"
192,-38.9153553557524,618.717170481813,0.0962182859031055,0.155553032330915,0.00167444578831933,0.045797563488081,0.0505617823906569,"shifted"
193,-43.8436025557488,617.73405147734,0.100275579847838,0.267336536982792,0.00173265141116278,0.0458887354761171,0.0501071206102083,"shifted"
194,-42.2483439081028,618.743063406562,0.102240541042534,0.33076418984501,0.00167337434828633,0.045863599782175,0.0497577339269953,"shifted"
195,-42.6678031752209,621.567911810781,0.0960697431912805,0.132342602619207,0.00168096555421413,0.0459148708522921,0.0497210644056544,"shifted"
196,-38.847817244367,621.626004421284,0.0965309071850982,0.159610477956771,0.00148384913398365,0.0458836327751235,0.0494595484397038,"shifted"
197,-41.5811724687325,622.429919138631,0.0982638160461119,0.145221396627054,0.00163068654848535,0.0458958833041726,0.0494301361198571,"shifted"
198,-40.0003325494675,623.078265129773,0.0989047782672464,0.255736889879432,0.00150600647052836,0.0458916617665996,0.0493439149661401,"shifted"
199,-37.8979276225868,624.950089743875,0.0981445341916489,0.180898739856126,0.00181339804112536,0.0458982527429906,0.0490252338307495,"shifted"
200,-39.9250597534442,624.523583373555,0.0996611263203957,0.253369932008207,0.00195203918242049,0.0459445055681076,0.0485528193656868,"shifted"
201,-40.467117077021,626.354064762472,0.103218643866188,0.326810068158587,0.00195572930741686,0.0460267245337334,0.0486704959272604,"shifted"
202,-40.2800105753241,628.358993343976,0.0965223254643141,0.164361610620351,0.0021113121112196,0.0461084023008365,0.0481720030396004,"shifted"
203,-38.9897736861142,630.736541750416,0.0957571670504838,0.149451053781127,0.00189319014436228,0.0461823764620046,0.0478579531139396,"shifted"
204,-37.2504423477713,629.467188576905,0.0954718718351391,0.149833674703391,0.00177185066306656,0.0460958512877536,0.0476724269404769,"shifted"
205,-40.8819512794407,624.98933185984,0.0954018490619974,0.144635533059476,0.00191606734324641,0.0461263442648512,0.0475889225261678,"shifted"
