"variety","center","unweighted","weighted"
"arabica",-10,0.000708226692185132,0.000471357171207694
"arabica",-5.0880626223092,0.000734059639036268,0.000485347042160675
"arabica",-0.176125244618396,0.000759659952218136,0.0004989189237178
"arabica",4.73581213307241,0.000784983163476331,0.000512042522841891
"arabica",9.64774951076321,0.000809805554056015,0.000524461351318485
"arabica",14.559686888454,0.00083417419302452,0.000536306787722895
"arabica",19.4716242661448,0.000858069490110162,0.00054758395958923
"arabica",24.3835616438356,0.000881453651062842,0.000558272268161722
"arabica",29.2954990215264,0.00090406801154781,0.000568125482506169
"arabica",34.2074363992172,0.000925978981664287,0.000577259484306451
"arabica",39.119373776908,0.000947226072378823,0.000585737942777766
"arabica",44.0313111545988,0.000967782711437815,0.000593552749552889
"arabica",48.9432485322896,0.000987403889333134,0.00060050318443993
"arabica",53.8551859099804,0.00100612295400392,0.000606657460067841
"arabica",58.7671232876712,0.00102405828886299,0.000612141748980283
"arabica",63.679060665362,0.00104119702464809,0.000616960842620565
"arabica",68.5909980430528,0.00105734407338881,0.000620978891327022
"arabica",73.5029354207436,0.00107246657153362,0.000624205372379749
"arabica",78.4148727984344,0.00108676427180289,0.000626816801451652
"arabica",83.3268101761252,0.00110023805868026,0.000628828915931358
"arabica",88.238747553816,0.00111276179371106,0.000630172608173415
"arabica",93.1506849315068,0.00112422687855542,0.000630808372500086
"arabica",98.0626223091976,0.00113489990558756,0.00063093817424432
"arabica",102.974559686888,0.00114479334210355,0.000630584996306592
"arabica",107.886497064579,0.00115385151600796,0.00062973385271368
"arabica",112.79843444227,0.00116190207877461,0.00062832079199539
"arabica",117.710371819961,0.00116925130103226,0.000626542293002591
"arabica",122.622309197652,0.00117591951034464,0.000624424128105415
"arabica",127.534246575342,0.00118190924176811,0.000621984410423961
"arabica",132.446183953033,0.00118701062467855,0.00061916478178475
"arabica",137.358121330724,0.00119153689863347,0.000616127067122834
"arabica",142.270058708415,0.00119551188592566,0.000612895666543824
"arabica",147.181996086106,0.00119895945466471,0.000609494855160011
"arabica",152.093933463796,0.0012017138201354,0.000605911529243707
"arabica",157.005870841487,0.00120401372457553,0.000602238624408605
"arabica",161.917808219178,0.00120589934924985,0.000598500586027677
"arabica",166.829745596869,0.00120739376689111,0.000594717160314778
"arabica",171.74168297456,0.0012084045609627,0.000590913943161892
"arabica",176.65362035225,0.00120907045312389,0.000587128614357246
"arabica",181.565557729941,0.00120944599043582,0.00058337662334759
"arabica",186.477495107632,0.00120955034880412,0.000579671740075235
"arabica",191.389432485323,0.00120933802686367,0.0005760536929143
"arabica",196.301369863014,0.00120887861627255,0.000572535978056787
"arabica",201.213307240704,0.00120822562446245,0.000569115680393598
"arabica",206.125244618395,0.00120739253842795,0.000565800605775125
"arabica",211.037181996086,0.0012063584069707,0.000562628197466361
"arabica",215.949119373777,0.00120514905277382,0.000559608993492657
"arabica",220.861056751468,0.00120380900408653,0.000556719771023113
"arabica",225.772994129159,0.00120234559331408,0.00055396346504666
"arabica",230.684931506849,0.00120074728165901,0.00055136705154371
"arabica",235.59686888454,0.0011990118659998,0.000548949348760717
"arabica",240.508806262231,0.0011971748336338,0.00054667029284109
"arabica",245.420743639922,0.00119523799216121,0.000544529600060884
"arabica",250.332681017613,0.00119319196860257,0.000542541918555195
"arabica",255.244618395303,0.00119101217250822,0.00054073816196075
"arabica",260.156555772994,0.00118873131521518,0.000539067340468892
"arabica",265.068493150685,0.00118634703366809,0.00053752765977939
"arabica",269.980430528376,0.0011838515309785,0.000536123145771171
"arabica",274.892367906067,0.00118119557324867,0.000534896815229577
"arabica",279.804305283757,0.00117841897262331,0.000533792288204966
"arabica",284.716242661448,0.00117551687154901,0.000532807648578982
"arabica",289.628180039139,0.00117248434628178,0.000531940994392966
"arabica",294.54011741683,0.00116924838893264,0.000531240827998299
"arabica",299.452054794521,0.00116585900770302,0.000530654641877769
"arabica",304.363992172211,0.001162312962306,0.00053017924767225
"arabica",309.275929549902,0.0011586045608956,0.000529813511237698
"arabica",314.187866927593,0.00115465760643597,0.000529597702269257
"arabica",319.099804305284,0.00115051327700332,0.000529497862360071
"arabica",324.011741682975,0.0011461805041881,0.000529504993915852
"arabica",328.923679060665,0.00114165419107045,0.000529618990096641
"arabica",333.835616438356,0.00113686188096668,0.000529874472830827
"arabica",338.747553816047,0.00113182955123627,0.000530253508498376
"arabica",343.659491193738,0.00112658300416341,0.000530741131818914
"arabica",348.571428571429,0.00112111870994253,0.000531338034161753
"arabica",353.483365949119,0.00111537475569794,0.000532073818799523
"arabica",358.39530332681,0.00110935589709581,0.000532945376647677
"arabica",363.307240704501,0.00110310746626456,0.000533930412689784
"arabica",368.219178082192,0.00109662806793929,0.000535029853399226
"arabica",373.131115459883,0.00108987143933472,0.000536267255985154
"arabica",378.043052837573,0.00108281786390655,0.00053765400617297
"arabica",382.954990215264,0.00107553207323294,0.000539158840237111
"arabica",387.866927592955,0.00106801501673609,0.000540782211591349
"arabica",392.778864970646,0.00106023865480165,0.00054253987598418
"arabica",397.690802348337,0.00105215956562547,0.000544456975317819
"arabica",402.602739726027,0.00104385882523539,0.000546492557454531
"arabica",407.514677103718,0.00103533965136165,0.000548645940050206
"arabica",412.426614481409,0.00102659203256381,0.000550923760045729
"arabica",417.3385518591,0.0010175538525853,0.000553362314031367
"arabica",422.250489236791,0.00100831687323003,0.00055591223665937
"arabica",427.162426614481,0.000998886285760716,0.000558571255117665
"arabica",432.074363992172,0.000989267351981662,0.000561337030760637
"arabica",436.986301369863,0.000979387947331457,0.000564251520343628
"arabica",441.898238747554,0.000969342893081036,0.000567260833497766
"arabica",446.810176125245,0.000959138898077228,0.000570360968087369
"arabica",451.722113502935,0.00094878271580233,0.000573547858499312
"arabica",456.634050880626,0.000938230404049125,0.000576845339496523
"arabica",461.545988258317,0.000927544133431645,0.000580216647293731
"arabica",466.457925636008,0.000916740554657455,0.000583651192383041
"arabica",471.369863013699,0.00090582734340054,0.000587143412691506
"arabica",476.281800391389,0.000894784446949109,0.000590700018201882
"arabica",481.19373776908,0.000883649072749127,0.000594297748294739
"arabica",486.105675146771,0.000872441677090947,0.000597923892088374
"arabica",491.017612524462,0.000861170241241127,0.000601571918358432
"arabica",495.929549902153,0.000849832582754794,0.000605234976477221
"arabica",500.841487279843,0.00083845067844331,0.000608896920064196
"arabica",505.753424657534,0.000827042286015804,0.000612548647493033
"arabica",510.665362035225,0.000815615097131893,0.000616183365300006
"arabica",515.577299412916,0.00080417799098923,0.000619786048490769
"arabica",520.489236790607,0.000792747990148933,0.000623339723121313
"arabica",525.401174168297,0.000781334160507888,0.000626844814448584
"arabica",530.313111545988,0.000769943402799433,0.00063029500196747
"arabica",535.225048923679,0.000758588990483418,0.000633673170856875
"arabica",540.13698630137,0.000747292449086985,0.000636953635121493
"arabica",545.048923679061,0.000736049404094192,0.000640151294881266
"arabica",549.960861056751,0.000724865619567459,0.000643260919734797
"arabica",554.872798434442,0.000713753006647877,0.00064626891617759
"arabica",559.784735812133,0.000702745229576829,0.000649134582324744
"arabica",564.696673189824,0.000691821420900461,0.000651890351875701
"arabica",569.608610567515,0.000680986052528011,0.000654532477534578
"arabica",574.520547945205,0.000670245308621375,0.00065705510849537
"arabica",579.432485322896,0.000659650313378022,0.000659398831158617
"arabica",584.344422700587,0.000649162439123358,0.000661614328648245
"arabica",589.256360078278,0.000638784898013719,0.000663699460805222
"arabica",594.168297455969,0.000628520856872471,0.000665652148115747
"arabica",599.080234833659,0.00061842530764519,0.000667412486985742
"arabica",603.99217221135,0.000608458757861692,0.00066902887768069
"arabica",608.904109589041,0.00059861779436895,0.000670506993111153
"arabica",613.816046966732,0.000588904518115802,0.000671846221308905
"arabica",618.727984344423,0.000579368714249901,0.000672996378879403
"arabica",623.639921722114,0.000569981606043994,0.000673991900250295
"arabica",628.551859099804,0.000560729981392111,0.000674848780490555
"arabica",633.463796477495,0.000551615143918289,0.000675567557871386
"arabica",638.375733855186,0.000542679425351573,0.000676109330880008
"arabica",643.287671232877,0.000533908801965904,0.000676492315865114
"arabica",648.199608610567,0.000525279749593703,0.000676741819136612
"arabica",653.111545988258,0.000516793051866185,0.000676859125987733
"arabica",658.023483365949,0.000508482429853337,0.000676816506042265
"arabica",662.93542074364,0.000500350986107176,0.000676615952720322
"arabica",667.847358121331,0.000492364834430995,0.000676290332462841
"arabica",672.759295499022,0.000484524464379407,0.000675841278724516
"arabica",677.671232876712,0.000476854447513431,0.000675251102728824
"arabica",682.583170254403,0.000469376323071659,0.00067450690624732
"arabica",687.495107632094,0.00046204591089632,0.000673647241297219
"arabica",692.407045009785,0.000454863543963027,0.000672673766720932
"arabica",697.318982387476,0.000447844358888057,0.000671577321434278
"arabica",702.230919765166,0.000441029014532931,0.000670331939262108
"arabica",707.142857142857,0.000434363050222476,0.000668980326811227
"arabica",712.054794520548,0.000427846681844655,0.000667523966719694
"arabica",716.966731898239,0.000421485388462975,0.000665960804630434
"arabica",721.878669275929,0.000415339188207095,0.000664253556180874
"arabica",726.79060665362,0.000409343317156637,0.000662448122716952
"arabica",731.702544031311,0.000403497830293748,0.000660545747710952
"arabica",736.614481409002,0.000397802774661994,0.000658547666009487
"arabica",741.526418786693,0.000392324075503207,0.000656414974905971
