"center","unweighted","arabicaed","robustaed"
77.2200012207031,0.00114239771194375,0.00305717239460852,0.00267564974925353
82.4316207975324,0.00119912708462022,0.00313598665472045,0.00278128897791979
87.6432403743617,0.0012519697248094,0.00319454119810302,0.00287296078217663
92.854859951191,0.00130048834210676,0.0032330191932953,0.00294837080260709
98.0664795280203,0.00134395504512733,0.00325103989943181,0.00300736380961576
103.27809910485,0.00138266755584777,0.00325099187403055,0.00304940927975202
108.489718681679,0.00141658931734052,0.00323517295893604,0.00307454979520078
113.701338258508,0.00144577328231089,0.00320568884636691,0.00308340224900201
118.912957835337,0.00147034918697171,0.00316474443496745,0.00307709763151423
124.124577412167,0.00149050964601554,0.00311449960500693,0.003057169741088
129.336196988996,0.00150649610656682,0.00305694706610136,0.00302541109902916
134.547816565825,0.00151858547111754,0.00299382555412646,0.00298371841941704
139.759436142655,0.00152707794877149,0.00292657606605388,0.00293394965324713
144.971055719484,0.00153228644186941,0.00285634172634061,0.00287781022426502
150.182675296313,0.00153449637777099,0.00278400460427427,0.00281677870509939
155.394294873142,0.00153383317870144,0.00271024676405796,0.00275207358109247
160.605914449972,0.00153088741419729,0.00263561932142397,0.00268450358608085
165.817534026801,0.0015259370946501,0.0025606082741508,0.00261502259668802
171.02915360363,0.00151923854946898,0.00248572542794428,0.00254414142350258
176.240773180459,0.00151102352080079,0.00241141041628165,0.00247221511333255
181.452392757289,0.00150149713877847,0.00233804621508437,0.00239950612473366
186.664012334118,0.00149083688884556,0.00226595283227352,0.0023262273049396
191.875631910947,0.00147919265718501,0.00219536931856103,0.00225258665206705
197.087251487777,0.00146668789066614,0.00212644836880735,0.00217883134619104
202.298871064606,0.0014534218391465,0.00205926525713848,0.00210528541588355
207.510490641435,0.00143946420795368,0.00199383821309377,0.00203237336445368
212.722110218264,0.00142483150857833,0.00193015421893959,0.00196062216801403
217.933729795094,0.00140963577349781,0.00186819316811958,0.00189063679704177
223.145349371923,0.00139391739050087,0.00180794442486741,0.00182304963558775
228.356968948752,0.00137771538384661,0.00174941262629713,0.00175862061910788
233.568588525582,0.00136107052162628,0.00169264252112458,0.00169782651319484
238.780208102411,0.00134402758554677,0.00163774582565322,0.00164077532756598
243.99182767924,0.00132663676065144,0.00158459696988171,0.00158748601635664
249.203447256069,0.00130895416360824,0.00153317930687893,0.00153779118234425
254.415066832899,0.00129104157972661,0.00148346763675856,0.00149138454827768
259.626686409728,0.00127296551957659,0.00143544106430711,0.00144788024960553
264.838305986557,0.0012547955328562,0.00138909711268102,0.00140686931111534
270.049925563387,0.00123661163929697,0.00134446214231718,0.00136796197608444
275.261545140216,0.00121849167471786,0.00130159394494676,0.0013308104922924
280.473164717045,0.00120050043638291,0.00126057421496065,0.00129511365132742
285.684784293874,0.0011826966060636,0.00122149102794009,0.00126060991466596
290.896403870704,0.00116513111497775,0.00118441398716655,0.00122706875253065
296.108023447533,0.00114784584014489,0.00114936682233092,0.0011942991117863
301.319643024362,0.00113087269078948,0.00111630346747895,0.00116216081327633
306.531262601192,0.00111423313494668,0.00108522199683196,0.0011305208998295
311.742882178021,0.00109793820540461,0.00105573744743926,0.00109938244829463
316.95450175485,0.00108198900930018,0.00102754520490982,0.00106883236126311
322.166121331679,0.00106638346385427,0.00100033472590002,0.00103902603486159
327.377740908509,0.00105112741271672,0.000973813747878191,0.00101015801408506
332.589360485338,0.00103616743748092,0.000947743794972152,0.000982425783183614
337.800980062167,0.00102147994626112,0.000921967252857106,0.000955995562752416
343.012599638997,0.00100704186445478,0.000896422149680889,0.000930977997313375
348.224219215826,0.000992832607282798,0.000871142932639629,0.000907418470041281
353.435838792655,0.000978835631894719,0.000846247696541489,0.000885302467485442
358.647458369484,0.000965039454344373,0.000821914202251466,0.000864572142227172
363.859077946314,0.000951438067354289,0.000798348408555156,0.000845147168944967
369.070697523143,0.000938030751335281,0.000775750017808023,0.000827024815737371
374.282317099972,0.000924821329912748,0.000754348700461709,0.000810038208930835
379.493936676802,0.000911821260684002,0.000734207399010659,0.00079407614936198
384.705556253631,0.000899056318590183,0.000715273701894452,0.000779019243693226
389.91717583046,0.000886516574214177,0.000697447442400885,0.000764709241545282
395.128795407289,0.000874209138425856,0.000680557122580805,0.000750945303788533
400.340414984119,0.000862138668254201,0.000664381951688597,0.000737494346986119
405.552034560948,0.000850307076871215,0.000648680049961663,0.000724115633881537
410.763654137777,0.000838713628017339,0.000633219055033442,0.000710595377742244
415.975273714606,0.00082735532565795,0.000617805050222856,0.000696783580192502
421.186893291436,0.000816227485185752,0.000602305948698442,0.00068262357779332
426.398512868265,0.000805324365238216,0.000586666257252208,0.000668165446909324
431.610132445094,0.000794639748276491,0.000570911459101307,0.000653557651233134
436.821752021924,0.000784171872982613,0.000555141942052133,0.000639030756763848
442.033371598753,0.000773927730413077,0.000539530197260943,0.000624850592561376
447.244991175582,0.000763882646775388,0.000524314268945635,0.000611199430368984
452.456610752412,0.000754031007283682,0.000509702475811156,0.00059818533262767
457.668230329241,0.0007443671270706,0.000495902802435906,0.000585831675782148
462.87984990607,0.000734885156551317,0.000483100809958364,0.000574091559621918
468.091469482899,0.000725579082842517,0.000471449041119691,0.000562876577043929
473.303089059729,0.000716442847095175,0.00046105750252831,0.000552090033803151
478.514708636558,0.000707470581891444,0.000451983919101701,0.000541654813116751
483.726328213387,0.000698656959075754,0.000444223676028123,0.000531528781558497
488.937947790216,0.000689997626564678,0.00043770088829312,0.000521704980652464
494.149567367046,0.000681493302037198,0.000432263343506635,0.000512198623998837
499.361186943875,0.000673153060964429,0.00042768467605321,0.000503026858843578
504.572806520704,0.000664966413226217,0.000423676711323844,0.000494192638555681
509.784426097534,0.000656938993590379,0.000419912485362883,0.000485680212532977
514.996045674363,0.000649079279489213,0.000416024999247097,0.000477404690181636
520.207665251192,0.000641398269649122,0.000411725765326302,0.000469304416995185
525.419284828021,0.00063390885991797,0.000406835888008856,0.000461337431157208
530.630904404851,0.000626624924949241,0.000401288361995135,0.000453499426552124
535.84252398168,0.000619560145268553,0.000395133237853757,0.000445832594650422
541.054143558509,0.000612726650005758,0.000388525406838263,0.000438423369608908
546.265763135339,0.000606133574142144,0.000381697379375863,0.000431390173103875
551.477382712168,0.000599791927682069,0.00037492171782417,0.00042486460427936
556.689002288997,0.000593713826762333,0.000368469061768466,0.000418970655222329
561.900621865826,0.000587868047444968,0.000362567897867375,0.000413806302054706
567.112241442656,0.000582237652826488,0.000357371499234657,0.000409430408149278
572.323861019485,0.000576799709417793,0.000352936045672005,0.000405855767584833
577.535480596314,0.000571526481520446,0.00034921216941303,0.000403091743432923
582.747100173144,0.000566387051575554,0.000346070563846851,0.000400999068296249
587.958719749973,0.000561349227330585,0.000343214470778682,0.000399417283880997
593.170339326802,0.000556381568907936,0.000340349922010697,0.000398156039273302
598.381958903631,0.000551455354685484,0.000337193681937211,0.00039698550042177
603.593578480461,0.000546546305220618,0.000333501336075719,0.000395649092169274
608.80519805729,0.000541635513638291,0.00032909978394935,0.00039388480214664
614.016817634119,0.000536709671102716,0.000323910796299742,0.000391453967299759
619.228437210949,0.000531766084041299,0.00031796226243392,0.000388173669003776
624.440056787778,0.000526807319842012,0.000311385153620341,0.000383946703173319
629.651676364607,0.000521840001063469,0.00030439610032513,0.000378782238887578
634.863295941436,0.00051687325938015,0.00029726759033482,0.000372801118838452
640.074915518266,0.000511917178192955,0.000290289825747323,0.000366222308548428
645.286535095095,0.000506981400241724,0.000283729869580484,0.000359331866337263
650.498154671924,0.000502074050487132,0.000277829720496769,0.000352470148932674
655.709774248754,0.000497201085838328,0.000272703514458833,0.000345902984658052
660.921393825583,0.000492366134222656,0.000268316067145215,0.000339794064780572
666.133013402412,0.00048757202634028,0.000264573131238586,0.00033420346575031
671.344632979241,0.000482821369489325,0.000261320283415049,0.000329091291598634
676.556252556071,0.000478111725772517,0.000258373967135717,0.000324339272942469
681.7678721329,0.000473445541718413,0.00025555263652813,0.000319784415380548
686.979491709729,0.000468827667893371,0.000252702635193257,0.000315257052192568
692.191111286558,0.000464265669861252,0.000249715015409209,0.000310615583412759
697.402730863388,0.000459769638732979,0.000246531621382422,0.000305771600847369
702.614350440217,0.000455351512854804,0.000243141007438663,0.000300701598350742
707.825970017046,0.000451023988017293,0.000239566725183601,0.000295444482761778
713.037589593876,0.000446799149497236,0.00023585183371215,0.000290087116656353
718.249209170705,0.000442687001001611,0.000232042808832119,0.000284754461886287
723.460828747534,0.000438697920662439,0.000228182517749545,0.000279561698245056
728.672448324363,0.000434838900066856,0.000224305723401042,0.000274588353063794
733.884067901193,0.000431095208914292,0.000220436152330497,0.000269876838446593
739.095687478022,0.000427456857854224,0.000216599921121252,0.00026543117184085
744.307307054851,0.000423910001003378,0.000212832005676552,0.000261223017601169
749.518926631681,0.000420438132840615,0.000209179285502388,0.000257202953649748
754.73054620851,0.000417023437062654,0.000205698872806751,0.000253314315213706
759.942165785339,0.000413648135410252,0.000202451870282459,0.000249506841466278
765.153785362168,0.000410295703939214,0.000199493994609794,0.000245747642971537
770.365404938998,0.000406951853979484,0.000196865379687586,0.000242027678206525
775.577024515827,0.000403605211895808,0.000194582157535146,0.000238362891002111
780.788644092656,0.000400247136792855,0.000192632045206159,0.000234790277424269
786.000263669486,0.000396871989703908,0.000190975211780828,0.000231372891294085
791.211883246315,0.000393480003427163,0.000189563035006195,0.000228165446409131
