"X","Y","row","col"
28.5416660308838,-20.125,119,2503
28.625,-20.125,119,2504
47.2916679382324,-20.0416660308838,120,2728
-69.0416641235352,-19.7916660308838,123,1332
-44.2083320617676,-19.9583339691162,121,1630
-44.125,-19.9583339691162,121,1631
-44.0416679382324,-19.9583339691162,121,1632
-43.9583320617676,-19.9583339691162,121,1633
-44.0416679382324,-19.875,122,1632
-43.9583320617676,-19.875,122,1633
-43.875,-19.875,122,1634
-43.9583320617676,-19.7916660308838,123,1633
-43.875,-19.7916660308838,123,1634
-47.4583320617676,-19.875,122,1591
34.875,-19.7916660308838,123,2579
47.0416679382324,-19.875,122,2725
47.0416679382324,-19.7916660308838,123,2725
-44.0416679382324,-19.625,125,1632
-43.2083320617676,-19.625,125,1642
-47.9583320617676,-19.7083339691162,124,1585
47.2916679382324,-19.625,125,2728
-44.2083320617676,-19.4583339691162,127,1630
-42.625,-19.5416660308838,126,1649
-42.5416679382324,-19.4583339691162,127,1650
-40.625,-19.5416660308838,126,1673
29.7916660308838,-19.4583339691162,127,2518
47.2916679382324,-19.4583339691162,127,2728
47.625,-19.5416660308838,126,2732
-40.0416679382324,-19.375,128,1680
47.125,-19.375,128,2726
146.79167175293,-19.2916660308838,129,3922
-65.2916641235352,-19.0416660308838,132,1377
47.375,-19.2083339691162,130,2729
47.375,-19.125,131,2729
138.79167175293,-19.125,131,3826
-41.9583320617676,-18.875,134,1657
-48.2916679382324,-18.9583339691162,133,1581
-48.2916679382324,-18.875,134,1581
-49.4583320617676,-18.9583339691162,133,1567
32.625,-18.9583339691162,133,2552
47.2916679382324,-18.9583339691162,133,2728
47.375,-18.9583339691162,133,2729
47.4583320617676,-18.9583339691162,133,2730
47.5416679382324,-18.9583339691162,133,2731
47.4583320617676,-18.875,134,2730
47.5416679382324,-18.875,134,2731
-48.2083320617676,-18.625,137,1582
-70.2916641235352,-18.4583339691162,139,1317
47.625,-18.5416660308838,138,2732
26.4583339691162,-18.375,140,2478
-70.2916641235352,-18.0416660308838,144,1317
30.125,-18.125,143,2522
31.5416660308838,-18.2083339691162,142,2539
-67.125,-17.9583339691162,145,1355
-51.7083320617676,-17.875,146,1540
-70.2083358764648,-17.9583339691162,145,1318
30.9583339691162,-17.875,146,2532
31.0416660308838,-17.875,146,2533
31.125,-17.875,146,2534
25.875,-17.875,146,2471
-63.2083320617676,-17.7916660308838,147,1402
-63.125,-17.7916660308838,147,1403
-48.625,-17.7083339691162,148,1577
30.9583339691162,-17.7916660308838,147,2532
31.0416660308838,-17.7916660308838,147,2533
31.125,-17.7916660308838,147,2534
31.125,-17.7083339691162,148,2534
15.7083330154419,-17.7916660308838,147,2349
48.5416679382324,-17.7083339691162,148,2743
-66.125,-17.4583339691162,151,1367
48.5416679382324,-17.5416660308838,150,2743
48.625,-17.625,149,2744
-66.2916641235352,-17.375,152,1365
-66.2083358764648,-17.375,152,1366
-66.125,-17.375,152,1367
-66.0416641235352,-17.375,152,1368
-46.875,-17.2083339691162,154,1598
128.125,-17.2083339691162,154,3698
-49.2916679382324,-16.7916660308838,159,1569
-49.2916679382324,-16.7083339691162,160,1569
-43.875,-16.7083339691162,160,1634
-68.2083358764648,-16.5416660308838,162,1342
-68.125,-16.5416660308838,162,1343
-68.0416641235352,-16.5416660308838,162,1344
-49.2916679382324,-16.625,161,1569
-49.2083320617676,-16.625,161,1570
128.375,-16.7083339691162,160,3701
-68.2083358764648,-16.4583339691162,163,1342
-68.125,-16.4583339691162,163,1343
-54.625,-16.4583339691162,163,1505
-71.5416641235352,-16.4583339691162,163,1302
-71.5416641235352,-16.375,164,1302
-47.9583320617676,-16.125,167,1585
-48.9583320617676,-16.2916660308838,165,1573
-48.2916679382324,-15.9583330154419,169,1581
-48.0416679382324,-16.0416660308838,168,1584
-48.125,-15.875,170,1583
-48.0416679382324,-15.875,170,1584
-47.9583320617676,-15.875,170,1585
-47.875,-15.875,170,1586
