"variety","center","weighted"
"arabica",4.05088062622309,0.0233871607914847
"arabica",4.16829745596868,0.0234332114607981
"arabica",4.28571428571428,0.0234788812058496
"arabica",4.40313111545988,0.0235241156088875
"arabica",4.52054794520548,0.0235684618569062
"arabica",4.63796477495107,0.0236123134484771
"arabica",4.75538160469667,0.0236555182148427
"arabica",4.87279843444227,0.0236976892297644
"arabica",4.99021526418787,0.0237392701530297
"arabica",5.10763209393346,0.0237799889703495
"arabica",5.22504892367906,0.0238196064716461
"arabica",5.34246575342465,0.0238585643879955
"arabica",5.45988258317026,0.0238964656005062
"arabica",5.57729941291585,0.0239332784980334
"arabica",5.69471624266144,0.0239693948021602
"arabica",5.81213307240704,0.0240043077362979
"arabica",5.92954990215264,0.0240382206917912
"arabica",6.04696673189824,0.0240714376246217
"arabica",6.16438356164383,0.0241033803407381
"arabica",6.28180039138943,0.0241344744452679
"arabica",6.39921722113503,0.0241649140108187
"arabica",6.51663405088063,0.0241941104054734
"arabica",6.63405088062622,0.0242226544217033
"arabica",6.75146771037182,0.0242506276068114
"arabica",6.86888454011741,0.0242775121743338
"arabica",6.98630136986301,0.0243039631263459
"arabica",7.10371819960861,0.0243299185177748
"arabica",7.22113502935421,0.0243551773517252
"arabica",7.3385518590998,0.0243801696752206
"arabica",7.4559686888454,0.024404836864192
"arabica",7.573385518591,0.0244292282696472
"arabica",7.69080234833659,0.024453551251136
"arabica",7.80821917808219,0.0244778222411585
"arabica",7.92563600782778,0.0245022337726931
"arabica",8.04305283757338,0.0245267975890802
"arabica",8.16046966731898,0.0245516835665225
"arabica",8.27788649706458,0.0245770895614713
"arabica",8.39530332681017,0.0246028808542982
"arabica",8.51272015655577,0.0246294569495368
"arabica",8.63013698630137,0.0246568668100353
"arabica",8.74755381604697,0.0246848953576411
"arabica",8.86497064579256,0.02471423563435
"arabica",8.98238747553816,0.024744634918636
"arabica",9.09980430528375,0.0247758735657549
"arabica",9.21722113502936,0.024808979221814
"arabica",9.33463796477495,0.0248432661421838
"arabica",9.45205479452055,0.0248785866688256
"arabica",9.56947162426614,0.0249163110535451
"arabica",9.68688845401174,0.0249552314067328
"arabica",9.80430528375734,0.0249955185810269
"arabica",9.92172211350293,0.025038313920209
"arabica",10.0391389432485,0.025082397759307
"arabica",10.1565557729941,0.0251281456163268
"arabica",10.2739726027397,0.0251763350133584
"arabica",10.3913894324853,0.0252258384795969
"arabica",10.5088062622309,0.0252772188411684
"arabica",10.6262230919765,0.0253308111877356
"arabica",10.7436399217221,0.0253856668366784
"arabica",10.8610567514677,0.0254424758274696
"arabica",10.9784735812133,0.0255011250886145
"arabica",11.0958904109589,0.0255609037623688
"arabica",11.2133072407045,0.0256225233296829
"arabica",11.3307240704501,0.0256855015221629
"arabica",11.4481409001957,0.0257493883445965
"arabica",11.5655577299413,0.0258147657299395
"arabica",11.6829745596869,0.0258809516504909
"arabica",11.8003913894325,0.0259477380777774
"arabica",11.9178082191781,0.0260153852707429
"arabica",12.0352250489237,0.026083270269362
"arabica",12.1526418786693,0.026151363347928
"arabica",12.2700587084149,0.0262193774755447
"arabica",12.3874755381605,0.0262870887101722
"arabica",12.5048923679061,0.0263544537813835
"arabica",12.6223091976517,0.0264206422613388
"arabica",12.7397260273973,0.0264859829664956
"arabica",12.8571428571429,0.0265501780728031
"arabica",12.9745596868885,0.0266121282582252
"arabica",13.091976516634,0.0266726336675471
"arabica",13.2093933463796,0.0267309402695568
"arabica",13.3268101761252,0.0267860249629956
"arabica",13.4442270058708,0.026839031700605
"arabica",13.5616438356164,0.0268885391218261
"arabica",13.679060665362,0.0269339947564349
"arabica",13.7964774951076,0.0269767208067271
"arabica",13.9138943248532,0.0270144220275527
"arabica",14.0313111545988,0.0270474346764036
"arabica",14.1487279843444,0.0270770664999816
"arabica",14.26614481409,0.0270999608182035
"arabica",14.3835616438356,0.0271177562967389
"arabica",14.5009784735812,0.0271315393142254
"arabica",14.6183953033268,0.0271367370474322
"arabica",14.7358121330724,0.0271366712076363
"arabica",14.853228962818,0.0271319997414631
"arabica",14.9706457925636,0.0271168241014593
"arabica",15.0880626223092,0.0270964694681129
"arabica",15.2054794520548,0.0270701959852321
"arabica",15.3228962818004,0.0270330538346247
"arabica",15.440313111546,0.0269902789944224
"arabica",15.5577299412916,0.0269402196199415
"arabica",15.6751467710372,0.0268792564985627
"arabica",15.7925636007828,0.0268122950985312
"arabica",15.9099804305284,0.0267366921402399
"arabica",16.027397260274,0.0266504643851275
"arabica",16.1448140900196,0.0265579711927358
"arabica",16.2622309197652,0.0264555525956405
"arabica",16.3796477495108,0.026343071710846
"arabica",16.4970645792564,0.0262241638910268
"arabica",16.614481409002,0.0260941843859442
"arabica",16.7318982387476,0.0259549456784169
"arabica",16.8493150684931,0.0258092282041852
"arabica",16.9667318982387,0.0256514911543193
"arabica",17.0841487279843,0.0254854861909974
"arabica",17.2015655577299,0.0253130610752647
"arabica",17.3189823874755,0.025127921018039
"arabica",17.4363992172211,0.0249356342020637
"arabica",17.5538160469667,0.0247370939721825
"arabica",17.6712328767123,0.0245254407717581
"arabica",17.7886497064579,0.0243078310065033
"arabica",17.9060665362035,0.0240834137385851
"arabica",18.0234833659491,0.0238474638161384
"arabica",18.1409001956947,0.0236059327915254
"arabica",18.2583170254403,0.0233572657552199
"arabica",18.3757338551859,0.0230987373026517
"arabica",18.4931506849315,0.022835086376101
"arabica",18.6105675146771,0.0225642247835124
"arabica",18.7279843444227,0.0222851952769076
"arabica",18.8454011741683,0.0220015732191846
"arabica",18.9628180039139,0.0217109370867724
"arabica",19.0802348336595,0.0214137854191866
"arabica",19.1976516634051,0.0211126294519137
"arabica",19.3150684931507,0.0208049334279636
"arabica",19.4324853228963,0.0204922773294986
"arabica",19.5499021526419,0.0201762499043863
"arabica",19.6673189823875,0.0198544290982407
"arabica",19.7847358121331,0.0195290602242912
"arabica",19.9021526418787,0.0192009839001977
"arabica",20.0195694716243,0.0188681185735886
"arabica",20.1369863013699,0.0185329374661842
"arabica",20.2544031311155,0.0181957300505839
"arabica",20.3718199608611,0.0178549717394166
"arabica",20.4892367906067,0.0175129246162363
"arabica",20.6066536203522,0.017169404565041
"arabica",20.7240704500978,0.0168240377405939
"arabica",20.8414872798434,0.0164780567671375
"arabica",20.958904109589,0.0161313524387301
"arabica",21.0763209393346,0.0157842614944134
"arabica",21.1937377690802,0.0154372098715179
"arabica",21.3111545988258,0.0150903558502063
"arabica",21.4285714285714,0.0147443168277048
"arabica",21.545988258317,0.0143989397007753
"arabica",21.6634050880626,0.0140548224749873
"arabica",21.7808219178082,0.0137124591365237
"arabica",21.8982387475538,0.0133713410220849
"arabica",22.0156555772994,0.0130326526949095
"arabica",22.133072407045,0.0126963994719272
"arabica",22.2504892367906,0.012361928614202
"arabica",22.3679060665362,0.0120311290420206
"arabica",22.4853228962818,0.0117032010657535
"arabica",22.6027397260274,0.011377540888879
"arabica",22.720156555773,0.0110568283416346
"arabica",22.8375733855186,0.0107391985468531
"arabica",22.9549902152642,0.0104242661604768
"arabica",23.0724070450098,0.0101155563487649
"arabica",23.1898238747554,0.00980993946693129
"arabica",23.307240704501,0.00950785736210151
"arabica",23.4246575342466,0.0092123041311273
"arabica",23.5420743639922,0.0089201472504631
"arabica",23.6594911937378,0.00863238537306513
"arabica",23.7769080234834,0.00835122502851614
"arabica",23.894324853229,0.00807370429144755
"arabica",24.0117416829746,0.00780143152846308
"arabica",24.1291585127202,0.00753563069558222
"arabica",24.2465753424658,0.00727365362325363
"arabica",24.3639921722113,0.00701774244049764
"arabica",24.4814090019569,0.0067680044941788
"arabica",24.5988258317025,0.00652221736787483
"arabica",24.7162426614481,0.0062832542686308
"arabica",24.8336594911937,0.00605003032499761
"arabica",24.9510763209393,0.00582083001081671
"arabica",25.0684931506849,0.00559913103234028
"arabica",25.1859099804305,0.00538263486199988
"arabica",25.3033268101761,0.00517018443458275
"arabica",25.4207436399217,0.00496581486548876
"arabica",25.5381604696673,0.0047660410673591
"arabica",25.6555772994129,0.00457028856882327
"arabica",25.7729941291585,0.00438308605060374
"arabica",25.8904109589041,0.00419983081403997
"arabica",26.0078277886497,0.00402108675651133
"arabica",26.1252446183953,0.00385013064454727
"arabica",26.2426614481409,0.00368301442648675
"arabica",26.3600782778865,0.0035208236265425
"arabica",26.4774951076321,0.00336561351504942
"arabica",26.5949119373777,0.00321410496874529
"arabica",26.7123287671233,0.00306785164868029
"arabica",26.8297455968689,0.00292775465310395
"arabica",26.9471624266145,0.00279119516663163
"arabica",27.0645792563601,0.00266013135710934
"arabica",27.1819960861057,0.00253440671227779
"arabica",27.2994129158513,0.00241203494910936
"arabica",27.4168297455969,0.00229530865486148
"arabica",27.5342465753425,0.00218313185450411
"arabica",27.6516634050881,0.00207410773526433
"arabica",27.7690802348337,0.00197079018814462
"arabica",27.8864970645793,0.0018712761527077
"arabica",28.0039138943249,0.00177470377622805
"arabica",28.1213307240704,0.00168381518277742
"arabica",28.238747553816,0.00159604001069344
"arabica",28.3561643835616,0.00151098908230529
"arabica",28.4735812133072,0.00143152236943958
"arabica",28.5909980430528,0.00135454330423412
"arabica",28.7084148727984,0.0012804072649261
"arabica",28.825831702544,0.00121101088662315
"arabica",28.9432485322896,0.00114388421569396
"arabica",29.0606653620352,0.00107965428500341
"arabica",29.1780821917808,0.00101939432994951
"arabica",29.2954990215264,0.000961191017275179
"arabica",29.412915851272,0.000905879458394862
"arabica",29.5303326810176,0.000853847402432139
"arabica",29.6477495107632,0.000803666343387513
"arabica",29.7651663405088,0.000756320867611789
"arabica",29.8825831702544,0.000711644900400904
"arabica",30,0.000668623768856471
"robusta",-30,0.0011411834316468
"robusta",-29.8825831702544,0.00120871936906163
"robusta",-29.7651663405088,0.00127838336584318
"robusta",-29.6477495107632,0.00135144011832794
"robusta",-29.5303326810176,0.0014279952217608
"robusta",-29.412915851272,0.00150680280704091
"robusta",-29.2954990215264,0.00158953180924007
"robusta",-29.1780821917808,0.00167560646056354
"robusta",-29.0606653620352,0.00176403642792701
"robusta",-28.9432485322896,0.00185690258989638
"robusta",-28.825831702544,0.00195288906236156
"robusta",-28.7084148727984,0.0020513065490216
"robusta",-28.5909980430528,0.00215463533644913
"robusta",-28.4735812133072,0.00226079167124352
"robusta",-28.3561643835616,0.00236942210998393
"robusta",-28.238747553816,0.00248336996766367
"robusta",-28.1213307240705,0.00259979479137534
"robusta",-28.0039138943249,0.00271905043340922
"robusta",-27.8864970645793,0.0028432259069728
"robusta",-27.7690802348337,0.00296983538208481
"robusta",-27.6516634050881,0.00309956873471271
"robusta",-27.5342465753425,0.00323373270984474
"robusta",-27.4168297455969,0.00337024087260346
"robusta",-27.2994129158513,0.00351007414215277
"robusta",-27.1819960861057,0.00365377295226746
"robusta",-27.0645792563601,0.0037996766944155
"robusta",-26.9471624266145,0.00394898644051649
"robusta",-26.8297455968689,0.00410154140469798
"robusta",-26.7123287671233,0.00425611128990291
"robusta",-26.5949119373777,0.0044140205419936
"robusta",-26.4774951076321,0.00457452421006355
"robusta",-26.3600782778865,0.00473680217822642
"robusta",-26.2426614481409,0.00490218124506069
"robusta",-26.1252446183953,0.00506950123545893
"robusta",-26.0078277886497,0.00523830603851189
"robusta",-25.8904109589041,0.00540978293213413
"robusta",-25.7729941291585,0.00558257398171083
"robusta",-25.6555772994129,0.0057565149177477
"robusta",-25.5381604696673,0.00593249591728531
"robusta",-25.4207436399217,0.00610922043623029
"robusta",-25.3033268101761,0.00628679469164085
"robusta",-25.1859099804305,0.00646542002875389
"robusta",-25.0684931506849,0.00664437708224066
"robusta",-24.9510763209393,0.0068237190943913
"robusta",-24.8336594911937,0.00700318474800475
"robusta",-24.7162426614481,0.00718254698623083
"robusta",-24.5988258317025,0.00736166435015516
"robusta",-24.4814090019569,0.0075400738914537
"robusta",-24.3639921722114,0.00771793154225082
"robusta",-24.2465753424658,0.00789475812222425
"robusta",-24.1291585127202,0.00807017148609394
"robusta",-24.0117416829746,0.00824458213171841
"robusta",-23.894324853229,0.00841703749142203
"robusta",-23.7769080234834,0.00858752423446973
"robusta",-23.6594911937378,0.00875656673965224
"robusta",-23.5420743639922,0.00892261970284285
"robusta",-23.4246575342466,0.00908631486602572
"robusta",-23.307240704501,0.00924814552998077
"robusta",-23.1898238747554,0.00940587933815154
"robusta",-23.0724070450098,0.00956103980358648
"robusta",-22.9549902152642,0.00971394859412757
"robusta",-22.8375733855186,0.00986162490101378
"robusta",-22.720156555773,0.0100066839977293
"robusta",-22.6027397260274,0.0101487519971069
"robusta",-22.4853228962818,0.0102852674612597
"robusta",-22.3679060665362,0.010418885545069
"robusta",-22.2504892367906,0.0105487524728515
"robusta",-22.133072407045,0.0106729740230217
"robusta",-22.0156555772994,0.0107940828372106
"robusta",-21.8982387475538,0.0109107032187023
"robusta",-21.7808219178082,0.011021798676711
"robusta",-21.6634050880626,0.0111296374925479
"robusta",-21.545988258317,0.0112323189273067
"robusta",-21.4285714285714,0.0113297853558595
"robusta",-21.3111545988258,0.0114239271884791
"robusta",-21.1937377690802,0.0115123561009381
"robusta",-21.0763209393346,0.0115960371174771
"robusta",-20.958904109589,0.0116764037009533
"robusta",-20.8414872798434,0.0117506571312621
"robusta",-20.7240704500978,0.0118207482485617
"robusta",-20.6066536203523,0.0118876129161719
"robusta",-20.4892367906067,0.0119481555428825
"robusta",-20.3718199608611,0.012005197104541
"robusta",-20.2544031311155,0.0120591752342786
"robusta",-20.1369863013699,0.0121068415104375
"robusta",-20.0195694716243,0.0121516993273267
"robusta",-19.9021526418787,0.012193347476479
"robusta",-19.7847358121331,0.0122296885469285
"robusta",-19.6673189823875,0.012263522882446
"robusta",-19.5499021526419,0.0122941657311409
"robusta",-19.4324853228963,0.0123205440334201
"robusta",-19.3150684931507,0.0123447681040626
"robusta",-19.1976516634051,0.0123659958795597
"robusta",-19.0802348336595,0.0123839879256293
"robusta",-18.9628180039139,0.0124002175530961
"robusta",-18.8454011741683,0.0124138250933866
"robusta",-18.7279843444227,0.0124251654449949
"robusta",-18.6105675146771,0.0124351618932626
"robusta",-18.4931506849315,0.0124430804571609
"robusta",-18.3757338551859,0.0124496007643396
"robusta",-18.2583170254403,0.0124552091000631
"robusta",-18.1409001956947,0.0124594339556665
"robusta",-18.0234833659491,0.012462999568954
"robusta",-17.9060665362035,0.0124660850808669
"robusta",-17.7886497064579,0.0124686021018172
"robusta",-17.6712328767123,0.0124710488677335
"robusta",-17.5538160469667,0.012473434160495
"robusta",-17.4363992172211,0.0124761486933899
"robusta",-17.3189823874755,0.0124792225201966
"robusta",-17.2015655577299,0.0124827069686169
"robusta",-17.0841487279843,0.0124872989907964
